#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTB	PSMA7	9606.ENSP00000494750	9606.ENSP00000359910	0	0	0	0	0.074	0.045	0	0.623	0.637
ACTB	GRIN1	9606.ENSP00000494750	9606.ENSP00000360608	0	0	0	0	0	0.071	0	0.420	0.438
ACTB	ITPR3	9606.ENSP00000494750	9606.ENSP00000363435	0	0	0	0	0.042	0.051	0	0.395	0.402
ACTB	PINK1	9606.ENSP00000494750	9606.ENSP00000364204	0	0	0	0	0.044	0.079	0	0.527	0.547
ACTB	SDHB	9606.ENSP00000494750	9606.ENSP00000364649	0	0	0	0	0.064	0	0	0.623	0.632
ACTB	BCL2L1	9606.ENSP00000494750	9606.ENSP00000365230	0	0	0	0	0.061	0.082	0	0.770	0.784
ACTB	COX4I2	9606.ENSP00000494750	9606.ENSP00000365243	0	0	0	0	0.077	0	0	0.480	0.500
ACTB	HDAC6	9606.ENSP00000494750	9606.ENSP00000365804	0	0	0	0	0.065	0.452	0	0.489	0.716
ACTB	TUBB2A	9606.ENSP00000494750	9606.ENSP00000369703	0	0	0	0	0.073	0.129	0.400	0.694	0.832
ACTB	TUBAL3	9606.ENSP00000494750	9606.ENSP00000369784	0	0	0.239	0	0.058	0.136	0	0.382	0.566
ACTB	GPX3	9606.ENSP00000494750	9606.ENSP00000373477	0	0	0	0	0	0	0	0.593	0.593
ACTB	GPX2	9606.ENSP00000494750	9606.ENSP00000374265	0	0	0	0	0	0	0	0.593	0.593
ACTB	SQSTM1	9606.ENSP00000494750	9606.ENSP00000374455	0	0	0	0	0.044	0.070	0	0.715	0.725
ACTB	VDAC1	9606.ENSP00000494750	9606.ENSP00000378487	0	0	0	0	0.164	0.342	0	0.773	0.864
ACTB	BCL2	9606.ENSP00000494750	9606.ENSP00000381185	0	0	0	0	0	0.071	0	0.881	0.885
ACTB	ATP5F1A	9606.ENSP00000494750	9606.ENSP00000381736	0	0	0	0	0.169	0.330	0	0.409	0.642
ACTB	GPX5	9606.ENSP00000494750	9606.ENSP00000392398	0	0	0	0	0	0	0	0.591	0.591
ACTB	TNF	9606.ENSP00000494750	9606.ENSP00000398698	0	0	0	0	0	0.182	0	0.821	0.847
ACTB	ERN1	9606.ENSP00000494750	9606.ENSP00000401445	0	0	0	0	0.073	0.070	0	0.620	0.644
ACTB	DCTN2	9606.ENSP00000494750	9606.ENSP00000408910	0	0	0	0	0.057	0.894	0	0.541	0.950
ACTB	GABARAPL1	9606.ENSP00000494750	9606.ENSP00000411256	0	0	0	0	0.054	0.113	0	0.422	0.473
ACTB	PSMA1	9606.ENSP00000494750	9606.ENSP00000414359	0	0	0	0	0.077	0.079	0	0.534	0.569
ACTB	DCTN4	9606.ENSP00000494750	9606.ENSP00000414906	0	0	0	0	0.174	0.888	0	0.457	0.945
ACTB	GPX8	9606.ENSP00000494750	9606.ENSP00000423822	0	0	0	0	0	0	0	0.594	0.594
ACTB	GRIA1	9606.ENSP00000494750	9606.ENSP00000428994	0	0	0	0	0	0	0	0.545	0.545
ACTB	CASP1	9606.ENSP00000494750	9606.ENSP00000433138	0	0	0	0	0.062	0.094	0	0.707	0.729
ACTB	TUBA1A	9606.ENSP00000494750	9606.ENSP00000439020	0	0	0.200	0	0.218	0.303	0.400	0.476	0.838
ACTB	TUBA1C	9606.ENSP00000494750	9606.ENSP00000443475	0	0	0.201	0	0.402	0.136	0.400	0.403	0.825
ACTB	APAF1	9606.ENSP00000494750	9606.ENSP00000448165	0	0	0	0	0.048	0.046	0	0.566	0.572
ACTB	DDIT3	9606.ENSP00000494750	9606.ENSP00000448665	0	0	0	0	0.068	0	0	0.582	0.593
ACTB	COX4I1	9606.ENSP00000494750	9606.ENSP00000457513	0	0	0	0	0.102	0.143	0	0.717	0.763
ACTB	ACTG1	9606.ENSP00000494750	9606.ENSP00000458162	0	0	0.047	0.987	0.778	0.983	0.900	0.795	0.999
ACTB	GRIN2B	9606.ENSP00000494750	9606.ENSP00000477455	0	0	0	0	0	0.065	0	0.731	0.738
ACTB	NOS1	9606.ENSP00000494750	9606.ENSP00000477999	0	0	0	0	0	0.046	0	0.623	0.625
ACTB	NEFL	9606.ENSP00000494750	9606.ENSP00000482169	0	0	0	0	0	0.103	0	0.403	0.441
ACTB	PSMB3	9606.ENSP00000494750	9606.ENSP00000483688	0	0	0	0	0.097	0.045	0	0.512	0.543
ACTG1	PFN1	9606.ENSP00000458162	9606.ENSP00000225655	0	0	0	0	0.252	0.301	0.900	0.871	0.992
ACTG1	TRAF2	9606.ENSP00000458162	9606.ENSP00000247668	0	0	0	0	0.044	0.679	0	0.067	0.688
ACTG1	TUBA4A	9606.ENSP00000458162	9606.ENSP00000248437	0	0	0.200	0	0.063	0.136	0	0.382	0.547
ACTG1	ACTR10	9606.ENSP00000458162	9606.ENSP00000254286	0	0	0	0.703	0.067	0.494	0	0.167	0.573
ACTG1	TUBB2B	9606.ENSP00000458162	9606.ENSP00000259818	0	0	0	0	0.062	0.129	0	0.412	0.478
ACTG1	ATP5F1B	9606.ENSP00000458162	9606.ENSP00000262030	0	0	0	0	0.187	0.090	0	0.357	0.484
ACTG1	ACTR1B	9606.ENSP00000458162	9606.ENSP00000289228	0	0	0.055	0.957	0.056	0.409	0	0.066	0.442
ACTG1	DCTN5	9606.ENSP00000458162	9606.ENSP00000300087	0	0.023	0	0	0.056	0.391	0	0.093	0.433
ACTG1	CYCS	9606.ENSP00000458162	9606.ENSP00000307786	0	0	0	0	0.066	0	0	0.520	0.533
ACTG1	CASP3	9606.ENSP00000458162	9606.ENSP00000311032	0	0	0	0	0.049	0.095	0.900	0.209	0.922
ACTG1	TUBA3E	9606.ENSP00000458162	9606.ENSP00000318197	0	0	0.200	0	0.056	0.136	0	0.334	0.507
ACTG1	TUBB6	9606.ENSP00000458162	9606.ENSP00000318697	0	0	0	0	0.102	0.129	0	0.341	0.439
ACTG1	PFN4	9606.ENSP00000458162	9606.ENSP00000322170	0	0	0	0	0.054	0.402	0.900	0.872	0.991
ACTG1	HSPA5	9606.ENSP00000458162	9606.ENSP00000324173	0	0	0	0	0.123	0.158	0	0.346	0.475
ACTG1	TUBA8	9606.ENSP00000458162	9606.ENSP00000333326	0	0	0.209	0	0.056	0.136	0	0.425	0.579
ACTG1	TUBA1B	9606.ENSP00000458162	9606.ENSP00000336799	0	0	0.200	0	0.332	0.136	0	0.476	0.726
ACTG1	TUBB	9606.ENSP00000458162	9606.ENSP00000339001	0	0	0	0	0.258	0.129	0	0.677	0.773
ACTG1	TUBB4B	9606.ENSP00000458162	9606.ENSP00000341289	0	0	0	0	0.156	0.129	0	0.402	0.522
ACTG1	ATP5F1C	9606.ENSP00000458162	9606.ENSP00000349142	0	0	0	0	0.076	0	0	0.575	0.591
ACTG1	PFN3	9606.ENSP00000458162	9606.ENSP00000351379	0	0	0	0	0.054	0.178	0.900	0.862	0.987
ACTG1	VCP	9606.ENSP00000458162	9606.ENSP00000351777	0	0	0	0	0.162	0.070	0	0.429	0.516
ACTG1	DCTN1	9606.ENSP00000458162	9606.ENSP00000354791	0	0	0	0	0.058	0.358	0	0.150	0.442
ACTG1	ACTR1A	9606.ENSP00000458162	9606.ENSP00000358921	0	0	0.055	0.956	0.109	0.401	0	0.392	0.652
ACTG1	NDUFA8	9606.ENSP00000458162	9606.ENSP00000362873	0	0	0	0	0.049	0	0	0.397	0.402
ACTG1	TUBB2A	9606.ENSP00000458162	9606.ENSP00000369703	0	0	0	0	0.080	0.129	0	0.684	0.725
ACTG1	TUBAL3	9606.ENSP00000458162	9606.ENSP00000369784	0	0	0.240	0	0.070	0.136	0	0.343	0.546
ACTG1	ATP5F1A	9606.ENSP00000458162	9606.ENSP00000381736	0	0	0	0	0.193	0	0	0.419	0.511
ACTG1	DCTN2	9606.ENSP00000458162	9606.ENSP00000408910	0	0	0	0	0.067	0.495	0	0.179	0.580
ACTG1	DCTN4	9606.ENSP00000458162	9606.ENSP00000414906	0	0	0	0	0.127	0.458	0	0.143	0.559
ACTG1	TUBA1A	9606.ENSP00000458162	9606.ENSP00000439020	0	0	0.200	0	0.263	0.136	0	0.632	0.788
ACTG1	TUBA1C	9606.ENSP00000458162	9606.ENSP00000443475	0	0	0.200	0	0.409	0.136	0	0.469	0.754
ACTG1	ACTB	9606.ENSP00000458162	9606.ENSP00000494750	0	0	0.047	0.987	0.778	0.983	0.900	0.795	0.999
ACTR10	DCTN6	9606.ENSP00000254286	9606.ENSP00000221114	0	0	0	0	0.147	0.994	0.900	0.905	0.999
ACTR10	TUBB4B	9606.ENSP00000254286	9606.ENSP00000341289	0	0	0	0	0.076	0.270	0	0.192	0.408
ACTR10	PFN4	9606.ENSP00000254286	9606.ENSP00000322170	0	0	0	0	0.054	0.178	0	0.332	0.435
ACTR10	KLC2	9606.ENSP00000254286	9606.ENSP00000399403	0	0	0	0	0.047	0.073	0.500	0.116	0.557
ACTR10	KLC4	9606.ENSP00000254286	9606.ENSP00000259708	0	0	0	0	0.049	0.073	0.500	0.127	0.564
ACTR10	ACTG1	9606.ENSP00000254286	9606.ENSP00000458162	0	0	0	0.703	0.067	0.494	0	0.167	0.573
ACTR10	KIF5A	9606.ENSP00000254286	9606.ENSP00000408979	0	0	0	0	0	0.091	0.500	0.147	0.578
ACTR10	KLC3	9606.ENSP00000254286	9606.ENSP00000375810	0	0	0	0	0	0.170	0.500	0.079	0.585
ACTR10	KIF5B	9606.ENSP00000254286	9606.ENSP00000307078	0	0	0	0	0.060	0.091	0.500	0.161	0.593
ACTR10	KLC1	9606.ENSP00000254286	9606.ENSP00000414982	0	0	0	0	0.099	0.073	0.500	0.191	0.617
ACTR10	SOD1	9606.ENSP00000254286	9606.ENSP00000270142	0	0	0	0	0.109	0	0.650	0.086	0.690
ACTR10	HAP1	9606.ENSP00000254286	9606.ENSP00000334002	0	0	0	0	0	0	0.800	0.192	0.831
ACTR10	ACTB	9606.ENSP00000254286	9606.ENSP00000494750	0	0	0	0.701	0.074	0.946	0	0.772	0.987
ACTR10	ACTR1B	9606.ENSP00000254286	9606.ENSP00000289228	0	0	0	0.642	0.124	0.940	0.900	0.237	0.995
ACTR10	DCTN3	9606.ENSP00000254286	9606.ENSP00000259632	0	0	0	0	0.084	0.898	0.900	0.689	0.996
ACTR10	DCTN2	9606.ENSP00000254286	9606.ENSP00000408910	0	0	0	0	0.196	0.994	0.900	0.970	0.999
ACTR10	DCTN1	9606.ENSP00000254286	9606.ENSP00000354791	0	0	0	0	0.063	0.974	0.900	0.907	0.999
ACTR10	DCTN5	9606.ENSP00000254286	9606.ENSP00000300087	0	0	0	0	0.138	0.983	0.900	0.936	0.999
ACTR10	DCTN4	9606.ENSP00000254286	9606.ENSP00000414906	0	0	0	0	0.177	0.993	0.900	0.941	0.999
ACTR10	ACTR1A	9606.ENSP00000254286	9606.ENSP00000358921	0	0	0	0.633	0.234	0.993	0.900	0.539	0.999
ACTR1A	DCTN6	9606.ENSP00000358921	9606.ENSP00000221114	0	0	0	0	0.063	0.975	0.900	0.645	0.999
ACTR1A	PFN1	9606.ENSP00000358921	9606.ENSP00000225655	0	0	0	0	0.322	0.178	0	0.137	0.477
ACTR1A	ACTR10	9606.ENSP00000358921	9606.ENSP00000254286	0	0	0	0.633	0.234	0.993	0.900	0.539	0.999
ACTR1A	DCTN3	9606.ENSP00000358921	9606.ENSP00000259632	0	0	0	0	0.127	0.937	0.900	0.695	0.998
ACTR1A	KLC4	9606.ENSP00000358921	9606.ENSP00000259708	0	0	0	0	0.047	0.073	0.500	0.147	0.573
ACTR1A	SOD1	9606.ENSP00000358921	9606.ENSP00000270142	0	0	0	0	0.049	0	0.650	0.068	0.662
ACTR1A	ACTR1B	9606.ENSP00000358921	9606.ENSP00000289228	0	0	0.048	0.985	0.086	0.875	0.900	0.414	0.992
ACTR1A	DCTN5	9606.ENSP00000358921	9606.ENSP00000300087	0	0.013	0	0	0.308	0.975	0.900	0.651	0.999
ACTR1A	RAB8A	9606.ENSP00000358921	9606.ENSP00000300935	0	0	0	0	0.082	0.054	0.500	0.091	0.552
ACTR1A	KIF5B	9606.ENSP00000358921	9606.ENSP00000307078	0	0	0	0	0.049	0.091	0.500	0.233	0.624
ACTR1A	PFN4	9606.ENSP00000358921	9606.ENSP00000322170	0	0	0	0	0.054	0.402	0	0.161	0.483
ACTR1A	HAP1	9606.ENSP00000358921	9606.ENSP00000334002	0	0	0	0	0	0	0.800	0.427	0.880
ACTR1A	TUBB4B	9606.ENSP00000358921	9606.ENSP00000341289	0	0	0	0	0.108	0.269	0	0.236	0.459
ACTR1A	VCP	9606.ENSP00000358921	9606.ENSP00000351777	0	0	0	0	0.383	0.189	0	0.091	0.506
ACTR1A	DCTN1	9606.ENSP00000358921	9606.ENSP00000354791	0	0	0	0	0.268	0.982	0.900	0.905	0.999
ACTR1A	DNAH10	9606.ENSP00000358921	9606.ENSP00000489675	0	0	0	0	0	0.399	0	0.091	0.430
ACTR1A	OPTN	9606.ENSP00000358921	9606.ENSP00000368022	0	0	0	0	0.054	0	0.500	0	0.506
ACTR1A	KIF5A	9606.ENSP00000358921	9606.ENSP00000408979	0	0	0	0	0	0.091	0.500	0.102	0.556
ACTR1A	KLC3	9606.ENSP00000358921	9606.ENSP00000375810	0	0	0	0	0	0.073	0.500	0.160	0.576
ACTR1A	KLC2	9606.ENSP00000358921	9606.ENSP00000399403	0	0	0	0	0.070	0.073	0.500	0.197	0.608
ACTR1A	ACTG1	9606.ENSP00000358921	9606.ENSP00000458162	0	0	0.055	0.956	0.109	0.401	0	0.392	0.652
ACTR1A	KLC1	9606.ENSP00000358921	9606.ENSP00000414982	0	0	0	0	0.211	0.073	0.500	0.213	0.674
ACTR1A	ACTB	9606.ENSP00000358921	9606.ENSP00000494750	0	0	0.054	0.956	0.146	0.936	0	0.608	0.977
ACTR1A	DCTN4	9606.ENSP00000358921	9606.ENSP00000414906	0	0	0	0	0.344	0.985	0.900	0.685	0.999
ACTR1A	DCTN2	9606.ENSP00000358921	9606.ENSP00000408910	0	0	0	0	0.409	0.994	0.900	0.761	0.999
ACTR1B	DCTN6	9606.ENSP00000289228	9606.ENSP00000221114	0	0	0	0	0.049	0.899	0.900	0.440	0.993
ACTR1B	ACTR10	9606.ENSP00000289228	9606.ENSP00000254286	0	0	0	0.642	0.124	0.940	0.900	0.237	0.995
ACTR1B	DCTN3	9606.ENSP00000289228	9606.ENSP00000259632	0	0	0	0	0.083	0.851	0.900	0.502	0.992
ACTR1B	SOD1	9606.ENSP00000289228	9606.ENSP00000270142	0	0	0	0	0.054	0	0.650	0.068	0.664
ACTR1B	TUBA1C	9606.ENSP00000289228	9606.ENSP00000443475	0	0	0	0	0.079	0.136	0	0.324	0.416
ACTR1B	ACTG1	9606.ENSP00000289228	9606.ENSP00000458162	0	0	0.055	0.957	0.056	0.409	0	0.066	0.442
ACTR1B	PFN4	9606.ENSP00000289228	9606.ENSP00000322170	0	0	0	0	0.054	0.402	0	0.195	0.505
ACTR1B	UQCRH	9606.ENSP00000289228	9606.ENSP00000309565	0	0	0	0	0.058	0.500	0	0	0.509
ACTR1B	ACTB	9606.ENSP00000289228	9606.ENSP00000494750	0	0	0.055	0.956	0.067	0.519	0	0.047	0.542
ACTR1B	HAP1	9606.ENSP00000289228	9606.ENSP00000334002	0	0	0	0	0	0	0.800	0.044	0.800
ACTR1B	ACTR1A	9606.ENSP00000289228	9606.ENSP00000358921	0	0	0.048	0.985	0.086	0.875	0.900	0.414	0.992
ACTR1B	DCTN5	9606.ENSP00000289228	9606.ENSP00000300087	0	0.012	0	0	0.067	0.918	0.900	0.225	0.993
ACTR1B	DCTN1	9606.ENSP00000289228	9606.ENSP00000354791	0	0	0	0	0.147	0.930	0.900	0.634	0.997
ACTR1B	DCTN2	9606.ENSP00000289228	9606.ENSP00000408910	0	0	0	0	0.134	0.953	0.900	0.725	0.998
ACTR1B	DCTN4	9606.ENSP00000289228	9606.ENSP00000414906	0	0	0	0	0.101	0.944	0.900	0.648	0.998
ADRM1	PSMA4	9606.ENSP00000478877	9606.ENSP00000044462	0	0	0	0	0.275	0.906	0.500	0.442	0.978
ADRM1	PSMC4	9606.ENSP00000478877	9606.ENSP00000157812	0	0	0	0	0.727	0.992	0.540	0.942	0.999
ADRM1	PSMD8	9606.ENSP00000478877	9606.ENSP00000215071	0	0	0	0	0.421	0.988	0.540	0.956	0.999
ADRM1	PSMA3	9606.ENSP00000478877	9606.ENSP00000216455	0	0	0	0	0.281	0.873	0.500	0.224	0.960
ADRM1	PSMD7	9606.ENSP00000478877	9606.ENSP00000219313	0	0	0	0	0.252	0.992	0.540	0.873	0.999
ADRM1	PSMA2	9606.ENSP00000478877	9606.ENSP00000223321	0	0	0	0	0.184	0.909	0.500	0.343	0.972
ADRM1	EIF2S1	9606.ENSP00000478877	9606.ENSP00000256383	0	0	0	0	0.418	0	0	0.125	0.468
ADRM1	PSMB7	9606.ENSP00000478877	9606.ENSP00000259457	0	0	0	0	0.223	0.752	0.500	0.281	0.921
ADRM1	PSMC1	9606.ENSP00000478877	9606.ENSP00000261303	0	0	0	0	0.763	0.986	0.540	0.780	0.999
ADRM1	PSMA6	9606.ENSP00000478877	9606.ENSP00000261479	0	0	0	0	0.224	0.890	0.500	0.320	0.967
ADRM1	PSMD11	9606.ENSP00000478877	9606.ENSP00000261712	0	0	0	0	0.326	0.991	0.540	0.894	0.999
ADRM1	PSMB1	9606.ENSP00000478877	9606.ENSP00000262193	0	0	0	0	0.161	0.908	0.500	0.540	0.980
ADRM1	PSMD3	9606.ENSP00000478877	9606.ENSP00000264639	0	0	0	0	0.638	0.970	0.540	0.880	0.999
