from	to	score	weight
NDUFA2	NDUFB5	0.999	0.999
NDUFA10	NDUFB5	0.999	0.999
COX5B	NDUFB5	0.991	0.991
NDUFB5	SDHA	0.429	0.429
COX8A	NDUFB5	0.466	0.466
COX7A2L	NDUFB5	0.516	0.516
COX6B2	NDUFB5	0.629	0.629
CYCS	NDUFB5	0.644	0.644
COX4I2	NDUFB5	0.682	0.682
COX7B2	NDUFB5	0.693	0.693
NDUFB5	PINK1	0.694	0.694
ATP5MC2	NDUFB5	0.718	0.718
ATP5F1B	NDUFB5	0.729	0.729
NDUFB5	UQCRHL	0.762	0.762
ATP5MC1	NDUFB5	0.772	0.772
MT-CO2	NDUFB5	0.796	0.796
ATP5MC3	NDUFB5	0.804	0.804
NDUFA4L2	NDUFB5	0.805	0.805
NDUFB5	SDHB	0.824	0.824
NDUFB5	SDHC	0.825	0.825
ATP5F1A	NDUFB5	0.829	0.829
ATP5PO	NDUFB5	0.855	0.855
MT-CO3	NDUFB5	0.857	0.857
MT-CO1	NDUFB5	0.869	0.869
COX7A2	NDUFB5	0.874	0.874
MT-CYB	NDUFB5	0.874	0.874
COX7A1	NDUFB5	0.878	0.878
ATP5PF	NDUFB5	0.909	0.909
ATP5F1C	NDUFB5	0.919	0.919
COX6A2	NDUFB5	0.933	0.933
NDUFB5	SDHD	0.934	0.934
CYC1	NDUFB5	0.939	0.939
COX6B1	NDUFB5	0.948	0.948
COX4I1	NDUFB5	0.949	0.949
ATP5PB	NDUFB5	0.954	0.954
ATP5PD	NDUFB5	0.955	0.955
NDUFB5	UQCR11	0.958	0.958
COX7B	NDUFB5	0.974	0.974
COX7C	NDUFB5	0.975	0.975
NDUFB5	UQCRC2	0.976	0.976
NDUFB5	UQCRH	0.978	0.978
NDUFB5	UQCRFS1	0.979	0.979
COX6C	NDUFB5	0.982	0.982
NDUFB5	UQCRQ	0.983	0.983
NDUFB5	UQCRB	0.985	0.985
NDUFB5	UQCR10	0.987	0.987
MT-ND4L	NDUFB5	0.991	0.991
COX5A	NDUFB5	0.992	0.992
NDUFA4	NDUFB5	0.996	0.996
MT-ND6	NDUFB5	0.996	0.996
MT-ND1	NDUFB5	0.997	0.997
MT-ND3	NDUFB5	0.997	0.997
NDUFB2	NDUFB5	0.998	0.998
NDUFA8	NDUFB5	0.999	0.999
NDUFB5	NDUFS5	0.999	0.999
NDUFB5	NDUFS2	0.999	0.999
NDUFB10	NDUFB5	0.999	0.999
NDUFB5	NDUFV3	0.999	0.999
NDUFB1	NDUFB5	0.999	0.999
NDUFB5	NDUFB6	0.999	0.999
NDUFB5	NDUFS8	0.999	0.999
NDUFA11	NDUFB5	0.999	0.999
NDUFA1	NDUFB5	0.999	0.999
NDUFB5	NDUFS4	0.999	0.999
NDUFA7	NDUFB5	0.999	0.999
MT-ND2	NDUFB5	0.999	0.999
NDUFB5	NDUFV1	0.999	0.999
NDUFB5	NDUFS3	0.999	0.999
NDUFB5	NDUFB9	0.999	0.999
NDUFA3	NDUFB5	0.999	0.999
NDUFA12	NDUFB5	0.999	0.999
NDUFA9	NDUFB5	0.999	0.999
MT-ND5	NDUFB5	0.999	0.999
NDUFA5	NDUFB5	0.999	0.999
NDUFB5	NDUFS6	0.999	0.999
NDUFA6	NDUFB5	0.999	0.999
NDUFB5	NDUFB8	0.999	0.999
NDUFB3	NDUFB5	0.999	0.999
NDUFB5	NDUFV2	0.999	0.999
NDUFB5	NDUFS1	0.999	0.999
NDUFAB1	NDUFB5	0.999	0.999
NDUFB5	NDUFC1	0.999	0.999
MT-ND4	NDUFB5	0.999	0.999
NDUFA13	NDUFB5	0.999	0.999
NDUFB5	NDUFC2	0.999	0.999
NDUFB4	NDUFB6	0.999	0.999
NDUFB6	UQCRC1	0.945	0.945
ATP5F1D	NDUFB6	0.887	0.887
NDUFB6	NDUFB7	0.999	0.999
COX6A1	NDUFB6	0.763	0.763
NDUFB6	NDUFS7	0.999	0.999
NDUFB6	TARDBP	0.666	0.666
ATP5F1E	NDUFB6	0.533	0.533
NDUFA2	NDUFB6	0.999	0.999
NDUFA10	NDUFB6	0.999	0.999
COX5B	NDUFB6	0.977	0.977
NDUFB5	NDUFB6	0.999	0.999
ATP5F1B	NDUFB6	0.494	0.494
NDUFB6	NDUFS3	0.999	0.999
NDUFB6	SDHA	0.657	0.657
NDUFA9	NDUFB6	0.999	0.999
NDUFB6	UQCRC2	0.955	0.955
NDUFB10	NDUFB6	0.999	0.999
NDUFB6	NDUFS6	0.999	0.999
NDUFB6	NDUFB9	0.999	0.999
NDUFB6	NDUFC2	0.999	0.999
ATP5MC3	NDUFB6	0.601	0.601
COX6A2	NDUFB6	0.939	0.939
ATP5PO	NDUFB6	0.87	0.87
COX7A1	NDUFB6	0.919	0.919
NDUFB6	NDUFS4	0.999	0.999
NDUFB6	NDUFB8	0.999	0.999
NDUFA7	NDUFB6	0.999	0.999
ATP5PD	NDUFB6	0.93	0.93
NDUFB6	UQCRFS1	0.985	0.985
CYCS	NDUFB6	0.478	0.478
NDUFB6	UQCRH	0.956	0.956
NDUFB6	NDUFS8	0.999	0.999
CYC1	NDUFB6	0.973	0.973
COX5A	NDUFB6	0.994	0.994
COX8A	NDUFB6	0.511	0.511
NDUFB6	NDUFV2	0.999	0.999
NDUFA12	NDUFB6	0.999	0.999
NDUFB6	UQCR10	0.983	0.983
NDUFA4	NDUFB6	0.991	0.991
NDUFB6	NDUFV3	0.999	0.999
ATP5F1C	NDUFB6	0.917	0.917
MT-CO1	NDUFB6	0.909	0.909
MT-CYB	NDUFB6	0.891	0.891
MT-ND6	NDUFB6	0.995	0.995
MT-ND1	NDUFB6	0.998	0.998
MT-ND4L	NDUFB6	0.996	0.996
MT-ND5	NDUFB6	0.999	0.999
MT-CO2	NDUFB6	0.808	0.808
MT-ND4	NDUFB6	0.999	0.999
MT-CO3	NDUFB6	0.863	0.863
MT-ND2	NDUFB6	0.998	0.998
MT-ND3	NDUFB6	0.997	0.997
NDUFB6	SDHC	0.831	0.831
NDUFB6	NDUFS2	0.999	0.999
ATP5PB	NDUFB6	0.922	0.922
COX7A2	NDUFB6	0.895	0.895
NDUFA1	NDUFB6	0.999	0.999
NDUFB6	NDUFS5	0.999	0.999
NDUFA8	NDUFB6	0.999	0.999
NDUFB6	PINK1	0.683	0.683
NDUFB6	SDHB	0.859	0.859
NDUFB6	SDHD	0.804	0.804
COX4I2	NDUFB6	0.773	0.773
NDUFB6	UQCRQ	0.988	0.988
NDUFB6	VDAC1	0.465	0.465
COX7B2	NDUFB6	0.507	0.507
ATP5MC2	NDUFB6	0.516	0.516
NDUFB6	UQCRHL	0.585	0.585
ATP5F1A	NDUFB6	0.586	0.586
ATP5MC1	NDUFB6	0.626	0.626
NDUFA4L2	NDUFB6	0.688	0.688
COX6B2	NDUFB6	0.792	0.792
COX6C	NDUFB6	0.89	0.89
COX7B	NDUFB6	0.935	0.935
NDUFB6	UQCR11	0.963	0.963
COX4I1	NDUFB6	0.963	0.963
COX6B1	NDUFB6	0.964	0.964
COX7C	NDUFB6	0.974	0.974
ATP5PF	NDUFB6	0.984	0.984
NDUFB6	UQCRB	0.988	0.988
NDUFB2	NDUFB6	0.997	0.997
NDUFB6	NDUFC1	0.998	0.998
NDUFB1	NDUFB6	0.999	0.999
NDUFA11	NDUFB6	0.999	0.999
NDUFA3	NDUFB6	0.999	0.999
NDUFB6	NDUFV1	0.999	0.999
NDUFA6	NDUFB6	0.999	0.999
NDUFA5	NDUFB6	0.999	0.999
NDUFAB1	NDUFB6	0.999	0.999
NDUFB6	NDUFS1	0.999	0.999
NDUFB3	NDUFB6	0.999	0.999
NDUFA13	NDUFB6	0.999	0.999
NDUFB4	NDUFB7	0.999	0.999
NDUFB7	UQCRC1	0.991	0.991
ATP5F1D	NDUFB7	0.97	0.97
COX7B2	NDUFB7	0.404	0.404
MCU	NDUFB7	0.424	0.424
NDUFB7	PSMB6	0.445	0.445
NDUFB7	SDHA	0.53	0.53
ATP5MC2	NDUFB7	0.546	0.546
ATP5MC3	NDUFB7	0.636	0.636
COX7A2	NDUFB7	0.656	0.656
NDUFB7	TARDBP	0.656	0.656
ATP5F1E	NDUFB7	0.662	0.662
NDUFB7	PINK1	0.669	0.669
ATP5PO	NDUFB7	0.683	0.683
COX4I2	NDUFB7	0.701	0.701
ATP5MC1	NDUFB7	0.703	0.703
NDUFA4L2	NDUFB7	0.726	0.726
NDUFB7	SDHD	0.732	0.732
COX6A1	NDUFB7	0.745	0.745
COX8A	NDUFB7	0.757	0.757
ATP5F1C	NDUFB7	0.757	0.757
COX6B2	NDUFB7	0.763	0.763
NDUFB7	SDHC	0.775	0.775
ATP5PF	NDUFB7	0.803	0.803
ATP5PB	NDUFB7	0.808	0.808
MT-CO2	NDUFB7	0.809	0.809
COX6C	NDUFB7	0.833	0.833
MT-CO3	NDUFB7	0.862	0.862
NDUFB7	SDHB	0.865	0.865
MT-CO1	NDUFB7	0.877	0.877
ATP5PD	NDUFB7	0.883	0.883
COX7A1	NDUFB7	0.898	0.898
COX7B	NDUFB7	0.923	0.923
NDUFB7	UQCRHL	0.926	0.926
MT-CYB	NDUFB7	0.94	0.94
COX6A2	NDUFB7	0.961	0.961
NDUFB7	UQCRC2	0.963	0.963
COX4I1	NDUFB7	0.967	0.967
COX6B1	NDUFB7	0.972	0.972
COX7C	NDUFB7	0.977	0.977
NDUFA4	NDUFB7	0.982	0.982
COX5A	NDUFB7	0.985	0.985
MT-ND6	NDUFB7	0.987	0.987
NDUFB7	UQCRB	0.994	0.994
COX5B	NDUFB7	0.995	0.995
CYC1	NDUFB7	0.996	0.996
NDUFB7	UQCRFS1	0.996	0.996
NDUFB7	UQCRH	0.997	0.997
NDUFB7	UQCR11	0.997	0.997
MT-ND4L	NDUFB7	0.998	0.998
NDUFB7	UQCR10	0.998	0.998
NDUFB1	NDUFB7	0.998	0.998
NDUFB7	NDUFC1	0.998	0.998
NDUFA7	NDUFB7	0.999	0.999
NDUFB7	NDUFS4	0.999	0.999
NDUFA1	NDUFB7	0.999	0.999
NDUFA11	NDUFB7	0.999	0.999
NDUFA3	NDUFB7	0.999	0.999
NDUFB7	NDUFB9	0.999	0.999
MT-ND1	NDUFB7	0.999	0.999
NDUFB7	NDUFS3	0.999	0.999
NDUFB7	NDUFV1	0.999	0.999
MT-ND2	NDUFB7	0.999	0.999
NDUFB7	NDUFV3	0.999	0.999
NDUFB10	NDUFB7	0.999	0.999
NDUFB7	NDUFS2	0.999	0.999
NDUFB7	NDUFS5	0.999	0.999
NDUFA2	NDUFB7	0.999	0.999
NDUFA8	NDUFB7	0.999	0.999
NDUFB7	NDUFS8	0.999	0.999
NDUFA10	NDUFB7	0.999	0.999
NDUFB6	NDUFB7	0.999	0.999
NDUFB7	NDUFS7	0.999	0.999
NDUFAB1	NDUFB7	0.999	0.999
NDUFB7	NDUFS1	0.999	0.999
NDUFB7	NDUFV2	0.999	0.999
NDUFB3	NDUFB7	0.999	0.999
NDUFB7	UQCRQ	0.999	0.999
NDUFB7	NDUFC2	0.999	0.999
NDUFA13	NDUFB7	0.999	0.999
NDUFB5	NDUFB7	0.999	0.999
MT-ND3	NDUFB7	0.999	0.999
MT-ND4	NDUFB7	0.999	0.999
NDUFA12	NDUFB7	0.999	0.999
NDUFB2	NDUFB7	0.999	0.999
NDUFB7	NDUFB8	0.999	0.999
NDUFA6	NDUFB7	0.999	0.999
NDUFB7	NDUFS6	0.999	0.999
NDUFA5	NDUFB7	0.999	0.999
MT-ND5	NDUFB7	0.999	0.999
NDUFA9	NDUFB7	0.999	0.999
NDUFB4	NDUFB8	0.999	0.999
NDUFB8	UQCRC1	0.982	0.982
ATP5F1D	NDUFB8	0.935	0.935
NDUFB7	NDUFB8	0.999	0.999
COX6A1	NDUFB8	0.889	0.889
NDUFB8	NDUFS7	0.999	0.999
NDUFB8	TARDBP	0.66	0.66
ATP5F1E	NDUFB8	0.681	0.681
NDUFA2	NDUFB8	0.999	0.999
NDUFA10	NDUFB8	0.999	0.999
COX5B	NDUFB8	0.991	0.991
NDUFB5	NDUFB8	0.999	0.999
ATP5F1B	NDUFB8	0.885	0.885
NDUFB8	NDUFS3	0.999	0.999
NDUFB8	SDHA	0.964	0.964
NDUFA9	NDUFB8	0.999	0.999
NDUFB8	UQCRC2	0.998	0.998
NDUFB10	NDUFB8	0.999	0.999
NDUFB8	PSMB6	0.716	0.716
NDUFB8	NDUFS6	0.999	0.999
NDUFB8	NDUFB9	0.999	0.999
NDUFB8	NDUFC2	0.999	0.999
ATP5MC3	NDUFB8	0.751	0.751
COX6A2	NDUFB8	0.948	0.948
ATP5PO	NDUFB8	0.882	0.882
NDUFB8	PSMB4	0.438	0.438
COX7A1	NDUFB8	0.927	0.927
NDUFB8	NDUFS4	0.999	0.999
MT-ATP8	NDUFB8	0.401	0.401
COX7A2L	NDUFB8	0.422	0.422
COX7B2	NDUFB8	0.431	0.431
ACTB	NDUFB8	0.464	0.464
ATP5MC2	NDUFB8	0.646	0.646
CYCS	NDUFB8	0.721	0.721
NDUFB8	TOMM40	0.727	0.727
NDUFB8	VDAC1	0.737	0.737
COX6B2	NDUFB8	0.747	0.747
MT-ATP6	NDUFB8	0.76	0.76
NDUFB8	PINK1	0.766	0.766
ATP5PB	NDUFB8	0.793	0.793
NDUFA4L2	NDUFB8	0.821	0.821
COX8A	NDUFB8	0.825	0.825
ATP5PF	NDUFB8	0.839	0.839
COX4I2	NDUFB8	0.862	0.862
COX7A2	NDUFB8	0.884	0.884
MT-CO3	NDUFB8	0.894	0.894
COX7B	NDUFB8	0.905	0.905
NDUFB8	UQCRHL	0.908	0.908
ATP5MC1	NDUFB8	0.91	0.91
ATP5F1C	NDUFB8	0.913	0.913
MT-CYB	NDUFB8	0.923	0.923
COX6C	NDUFB8	0.927	0.927
ATP5PD	NDUFB8	0.929	0.929
MT-CO2	NDUFB8	0.938	0.938
ATP5F1A	NDUFB8	0.943	0.943
NDUFB8	SDHC	0.952	0.952
COX7C	NDUFB8	0.977	0.977
COX6B1	NDUFB8	0.983	0.983
NDUFB8	SDHD	0.984	0.984
MT-CO1	NDUFB8	0.986	0.986
MT-ND4L	NDUFB8	0.989	0.989
NDUFB8	UQCRH	0.989	0.989
COX4I1	NDUFB8	0.99	0.99
NDUFB8	UQCR11	0.99	0.99
MT-ND6	NDUFB8	0.991	0.991
NDUFB8	UQCRB	0.992	0.992
CYC1	NDUFB8	0.994	0.994
NDUFB1	NDUFB8	0.995	0.995
COX5A	NDUFB8	0.996	0.996
NDUFA4	NDUFB8	0.996	0.996
NDUFB8	UQCR10	0.996	0.996
NDUFB8	UQCRQ	0.997	0.997
NDUFB8	SDHB	0.997	0.997
NDUFB8	UQCRFS1	0.997	0.997
NDUFB8	NDUFC1	0.998	0.998
NDUFB3	NDUFB8	0.999	0.999
NDUFB8	NDUFS1	0.999	0.999
NDUFAB1	NDUFB8	0.999	0.999
NDUFB8	NDUFV2	0.999	0.999
MT-ND4	NDUFB8	0.999	0.999
MT-ND3	NDUFB8	0.999	0.999
NDUFA13	NDUFB8	0.999	0.999
NDUFB2	NDUFB8	0.999	0.999
NDUFA12	NDUFB8	0.999	0.999
NDUFA6	NDUFB8	0.999	0.999
MT-ND5	NDUFB8	0.999	0.999
NDUFA5	NDUFB8	0.999	0.999
NDUFA7	NDUFB8	0.999	0.999
NDUFA11	NDUFB8	0.999	0.999
NDUFA1	NDUFB8	0.999	0.999
NDUFB8	NDUFV1	0.999	0.999
MT-ND1	NDUFB8	0.999	0.999
NDUFA3	NDUFB8	0.999	0.999
MT-ND2	NDUFB8	0.999	0.999
NDUFB8	NDUFV3	0.999	0.999
NDUFA8	NDUFB8	0.999	0.999
NDUFB8	NDUFS2	0.999	0.999
NDUFB8	NDUFS5	0.999	0.999
NDUFB6	NDUFB8	0.999	0.999
NDUFB8	NDUFS8	0.999	0.999
NDUFB4	NDUFB9	0.999	0.999
NDUFB9	UQCRC1	0.996	0.996
ATP5F1D	NDUFB9	0.922	0.922
NDUFB7	NDUFB9	0.999	0.999
COX6A1	NDUFB9	0.856	0.856
NDUFB9	NDUFS7	0.999	0.999
NDUFB9	TARDBP	0.667	0.667
ATP5F1E	NDUFB9	0.828	0.828
NDUFA2	NDUFB9	0.999	0.999
NDUFA10	NDUFB9	0.999	0.999
COX5B	NDUFB9	0.99	0.99
NDUFB5	NDUFB9	0.999	0.999
ATP5F1B	NDUFB9	0.637	0.637
NDUFB9	NDUFS3	0.999	0.999
NDUFB9	SDHA	0.647	0.647
NDUFA9	NDUFB9	0.999	0.999
NDUFB9	UQCRC2	0.976	0.976
NDUFB10	NDUFB9	0.999	0.999
NDUFB9	PSMB6	0.442	0.442
NDUFB9	NDUFS6	0.999	0.999
CYCS	NDUFB9	0.512	0.512
ATP5MC2	NDUFB9	0.584	0.584
COX8A	NDUFB9	0.607	0.607
NDUFB9	VDAC1	0.625	0.625
NDUFB9	PINK1	0.662	0.662
COX7B2	NDUFB9	0.665	0.665
ATP5MC1	NDUFB9	0.691	0.691
COX6B2	NDUFB9	0.744	0.744
ATP5MC3	NDUFB9	0.805	0.805
ATP5F1A	NDUFB9	0.814	0.814
ATP5PB	NDUFB9	0.815	0.815
MT-CO2	NDUFB9	0.823	0.823
NDUFA4L2	NDUFB9	0.824	0.824
NDUFB9	SDHC	0.833	0.833
MT-CO3	NDUFB9	0.867	0.867
ATP5PO	NDUFB9	0.873	0.873
MT-CO1	NDUFB9	0.882	0.882
COX4I2	NDUFB9	0.883	0.883
COX7A1	NDUFB9	0.891	0.891
ATP5PF	NDUFB9	0.917	0.917
NDUFB9	UQCRHL	0.924	0.924
MT-CYB	NDUFB9	0.929	0.929
NDUFB9	SDHD	0.947	0.947
COX7A2	NDUFB9	0.947	0.947
COX6A2	NDUFB9	0.962	0.962
NDUFB9	SDHB	0.966	0.966
ATP5F1C	NDUFB9	0.974	0.974
COX7B	NDUFB9	0.977	0.977
COX4I1	NDUFB9	0.984	0.984
COX6C	NDUFB9	0.985	0.985
ATP5PD	NDUFB9	0.985	0.985
COX7C	NDUFB9	0.985	0.985
NDUFB9	UQCR11	0.986	0.986
COX6B1	NDUFB9	0.987	0.987
MT-ND6	NDUFB9	0.988	0.988
NDUFA4	NDUFB9	0.995	0.995
COX5A	NDUFB9	0.996	0.996
NDUFB9	UQCRH	0.996	0.996
NDUFB9	UQCRQ	0.997	0.997
CYC1	NDUFB9	0.997	0.997
NDUFB9	NDUFC1	0.998	0.998
NDUFB9	UQCRB	0.998	0.998
MT-ND4L	NDUFB9	0.998	0.998
NDUFB9	UQCR10	0.998	0.998
NDUFB1	NDUFB9	0.998	0.998
NDUFB3	NDUFB9	0.999	0.999
NDUFB9	NDUFV2	0.999	0.999
NDUFAB1	NDUFB9	0.999	0.999
NDUFB9	NDUFS1	0.999	0.999
MT-ND4	NDUFB9	0.999	0.999
MT-ND3	NDUFB9	0.999	0.999
NDUFA13	NDUFB9	0.999	0.999
NDUFB9	NDUFC2	0.999	0.999
NDUFB2	NDUFB9	0.999	0.999
NDUFA12	NDUFB9	0.999	0.999
MT-ND5	NDUFB9	0.999	0.999
NDUFA5	NDUFB9	0.999	0.999
NDUFB8	NDUFB9	0.999	0.999
NDUFA6	NDUFB9	0.999	0.999
NDUFA1	NDUFB9	0.999	0.999
NDUFA11	NDUFB9	0.999	0.999
NDUFB9	NDUFS4	0.999	0.999
NDUFA7	NDUFB9	0.999	0.999
MT-ND2	NDUFB9	0.999	0.999
NDUFB9	UQCRFS1	0.999	0.999
MT-ND1	NDUFB9	0.999	0.999
NDUFB9	NDUFV1	0.999	0.999
NDUFA3	NDUFB9	0.999	0.999
NDUFA8	NDUFB9	0.999	0.999
NDUFB9	NDUFS5	0.999	0.999
NDUFB9	NDUFS2	0.999	0.999
NDUFB9	NDUFV3	0.999	0.999
NDUFB6	NDUFB9	0.999	0.999
NDUFB9	NDUFS8	0.999	0.999
NDUFB4	NDUFC1	0.999	0.999
NDUFC1	UQCRC1	0.894	0.894
NDUFB7	NDUFC1	0.998	0.998
COX6A1	NDUFC1	0.538	0.538
NDUFC1	NDUFS7	0.997	0.997
NDUFC1	TARDBP	0.656	0.656
ATP5F1E	NDUFC1	0.45	0.45
NDUFA2	NDUFC1	0.999	0.999
NDUFA10	NDUFC1	0.998	0.998
COX5B	NDUFC1	0.933	0.933
NDUFB5	NDUFC1	0.999	0.999
NDUFC1	NDUFS3	0.997	0.997
NDUFA9	NDUFC1	0.993	0.993
NDUFC1	UQCRC2	0.874	0.874
NDUFB10	NDUFC1	0.997	0.997
NDUFC1	NDUFS6	0.999	0.999
NDUFB9	NDUFC1	0.998	0.998
NDUFC1	NDUFC2	0.999	0.999
ATP5MC3	NDUFC1	0.632	0.632
COX6A2	NDUFC1	0.882	0.882
ATP5PO	NDUFC1	0.506	0.506
COX7A1	NDUFC1	0.874	0.874
NDUFC1	NDUFS4	0.997	0.997
NDUFB8	NDUFC1	0.998	0.998
NDUFA7	NDUFC1	0.999	0.999
ATP5PD	NDUFC1	0.57	0.57
NDUFC1	UQCRFS1	0.903	0.903
NDUFC1	UQCRH	0.926	0.926
NDUFC1	NDUFS8	0.997	0.997
CYC1	NDUFC1	0.864	0.864
COX5A	NDUFC1	0.916	0.916
COX8A	NDUFC1	0.511	0.511
NDUFC1	NDUFV2	0.999	0.999
NDUFA12	NDUFC1	0.999	0.999
NDUFC1	UQCR10	0.961	0.961
NDUFA4	NDUFC1	0.982	0.982
NDUFC1	NDUFV3	0.999	0.999
MT-CO1	NDUFC1	0.833	0.833
MT-CYB	NDUFC1	0.832	0.832
MT-ND6	NDUFC1	0.987	0.987
MT-ND1	NDUFC1	0.995	0.995
MT-ND4L	NDUFC1	0.987	0.987
MT-ND5	NDUFC1	0.995	0.995
MT-CO2	NDUFC1	0.429	0.429
MT-ND4	NDUFC1	0.995	0.995
MT-CO3	NDUFC1	0.817	0.817
MT-ND2	NDUFC1	0.997	0.997
MT-ND3	NDUFC1	0.997	0.997
NDUFC1	NDUFS2	0.997	0.997
ATP5PB	NDUFC1	0.526	0.526
COX7A2	NDUFC1	0.725	0.725
NDUFA1	NDUFC1	0.998	0.998
NDUFC1	NDUFS5	0.995	0.995
NDUFA8	NDUFC1	0.998	0.998
NDUFC1	PINK1	0.661	0.661
NDUFC1	SDHD	0.448	0.448
NDUFC1	UQCRQ	0.964	0.964
NDUFB6	NDUFC1	0.998	0.998
ATP5MC1	NDUFC1	0.644	0.644
NDUFA4L2	NDUFC1	0.624	0.624
COX7B2	NDUFC1	0.644	0.644
NDUFA11	NDUFC1	0.997	0.997
ATP5PF	NDUFC1	0.582	0.582
NDUFC1	NDUFS1	0.998	0.998
NDUFB3	NDUFC1	0.999	0.999
NDUFA5	NDUFC1	0.999	0.999
NDUFA3	NDUFC1	0.999	0.999
NDUFB2	NDUFC1	0.998	0.998
NDUFA13	NDUFC1	0.997	0.997
COX7C	NDUFC1	0.97	0.97
COX6C	NDUFC1	0.88	0.88
NDUFC1	UQCRB	0.896	0.896
ATP5MC2	NDUFC1	0.494	0.494
COX4I1	NDUFC1	0.886	0.886
COX6B1	NDUFC1	0.91	0.91
COX7B	NDUFC1	0.959	0.959
NDUFC1	UQCR11	0.972	0.972
NDUFB1	NDUFC1	0.995	0.995
NDUFC1	NDUFV1	0.998	0.998
NDUFA6	NDUFC1	0.999	0.999
NDUFAB1	NDUFC1	0.999	0.999
NDUFB4	NDUFC2	0.999	0.999
NDUFC2	UQCRC1	0.944	0.944
ATP5F1D	NDUFC2	0.755	0.755
NDUFB7	NDUFC2	0.999	0.999
COX6A1	NDUFC2	0.743	0.743
NDUFC2	NDUFS7	0.999	0.999
NDUFC2	TARDBP	0.652	0.652
ATP5F1E	NDUFC2	0.529	0.529
NDUFA2	NDUFC2	0.999	0.999
NDUFA10	NDUFC2	0.999	0.999
COX5B	NDUFC2	0.972	0.972
NDUFB5	NDUFC2	0.999	0.999
ATP5F1B	NDUFC2	0.52	0.52
NDUFC2	NDUFS3	0.999	0.999
NDUFC2	SDHA	0.468	0.468
NDUFA9	NDUFC2	0.999	0.999
NDUFC2	UQCRC2	0.936	0.936
NDUFB10	NDUFC2	0.999	0.999
NDUFC2	NDUFS6	0.999	0.999
NDUFB9	NDUFC2	0.999	0.999
ATP5MC2	NDUFC2	0.451	0.451
ATP5F1A	NDUFC2	0.457	0.457
COX8A	NDUFC2	0.465	0.465
COX7B2	NDUFC2	0.496	0.496
NDUFC2	UQCRHL	0.605	0.605
ATP5MC1	NDUFC2	0.614	0.614
COX6B2	NDUFC2	0.622	0.622
ATP5MC3	NDUFC2	0.622	0.622
MT-CO2	NDUFC2	0.628	0.628
ATP5PO	NDUFC2	0.654	0.654
ATP5F1C	NDUFC2	0.665	0.665
NDUFC2	PINK1	0.678	0.678
NDUFC2	SDHC	0.68	0.68
NDUFC2	SDHD	0.681	0.681
NDUFA4L2	NDUFC2	0.682	0.682
NDUFC2	SDHB	0.69	0.69
ATP5PB	NDUFC2	0.71	0.71
COX4I2	NDUFC2	0.747	0.747
ATP5PF	NDUFC2	0.808	0.808
COX7A2	NDUFC2	0.83	0.83
MT-CO3	NDUFC2	0.843	0.843
MT-CO1	NDUFC2	0.854	0.854
ATP5PD	NDUFC2	0.857	0.857
MT-CYB	NDUFC2	0.872	0.872
COX7A1	NDUFC2	0.89	0.89
COX6C	NDUFC2	0.913	0.913
COX7B	NDUFC2	0.917	0.917
COX6A2	NDUFC2	0.92	0.92
CYC1	NDUFC2	0.943	0.943
COX6B1	NDUFC2	0.952	0.952
COX4I1	NDUFC2	0.958	0.958
NDUFC2	UQCRH	0.961	0.961
COX7C	NDUFC2	0.962	0.962
NDUFC2	UQCRFS1	0.97	0.97
NDUFC2	UQCRB	0.971	0.971
NDUFC2	UQCR10	0.975	0.975
COX5A	NDUFC2	0.976	0.976
MT-ND4L	NDUFC2	0.985	0.985
NDUFC2	UQCRQ	0.987	0.987
NDUFC2	UQCR11	0.987	0.987
NDUFA4	NDUFC2	0.988	0.988
MT-ND6	NDUFC2	0.989	0.989
MT-ND1	NDUFC2	0.995	0.995
NDUFB2	NDUFC2	0.996	0.996
MT-ND3	NDUFC2	0.996	0.996
NDUFC2	NDUFS1	0.997	0.997
MT-ND5	NDUFC2	0.998	0.998
NDUFC2	NDUFV3	0.998	0.998
NDUFA3	NDUFC2	0.998	0.998
NDUFA1	NDUFC2	0.998	0.998
NDUFA11	NDUFC2	0.998	0.998
NDUFA5	NDUFC2	0.999	0.999
NDUFB8	NDUFC2	0.999	0.999
NDUFA6	NDUFC2	0.999	0.999
NDUFA12	NDUFC2	0.999	0.999
MT-ND4	NDUFC2	0.999	0.999
NDUFA13	NDUFC2	0.999	0.999
NDUFB3	NDUFC2	0.999	0.999
NDUFAB1	NDUFC2	0.999	0.999
NDUFC2	NDUFV2	0.999	0.999
NDUFC1	NDUFC2	0.999	0.999
NDUFB1	NDUFC2	0.999	0.999
NDUFB6	NDUFC2	0.999	0.999
NDUFC2	NDUFS8	0.999	0.999
NDUFA8	NDUFC2	0.999	0.999
NDUFC2	NDUFS5	0.999	0.999
NDUFC2	NDUFS2	0.999	0.999
MT-ND2	NDUFC2	0.999	0.999
NDUFC2	NDUFV1	0.999	0.999
NDUFC2	NDUFS4	0.999	0.999
NDUFA7	NDUFC2	0.999	0.999
NDUFB4	NDUFS1	0.999	0.999
NDUFS1	UQCRC1	0.998	0.998
ATP5F1D	NDUFS1	0.639	0.639
NDUFB7	NDUFS1	0.999	0.999
COX6A1	NDUFS1	0.551	0.551
NDUFS1	NDUFS7	0.999	0.999
NDUFS1	TARDBP	0.662	0.662
ATP5F1E	NDUFS1	0.468	0.468
NDUFA2	NDUFS1	0.999	0.999
