gene,log2FC,p_value,t_statistic,mean_ALS,mean_Control,adj_p_value,neg_log10_pval,dataset,description
Gene_113,0.41295475772792395,0.31234562783686176,1.0379003309234407,-0.03484421640043501,-0.44779897412835895,0.975368368848156,0.5053645688587133,GSE76220,Blood gene expression in ALS
Gene_114,-0.7765105121218658,0.07456784515093363,-1.8867732136228597,-0.45455405843716823,0.32195645368469766,0.975368368848156,1.127448406897019,GSE76220,Blood gene expression in ALS
Gene_115,-0.028402243071950106,0.9318237317151021,-0.08669163277154537,0.06407170976943385,0.09247395284138396,0.9893581318592127,0.030666233121893097,GSE76220,Blood gene expression in ALS
Gene_116,0.30822267868797537,0.4598190704011861,0.7544661317577293,0.0940228775608141,-0.21419980112716128,0.975368368848156,0.33741302089132813,GSE76220,Blood gene expression in ALS
Gene_117,-0.1395748836393275,0.7278224263930151,-0.35320617035207835,0.2267476895864188,0.3663225732257463,0.9780154802725023,0.13797456662738733,GSE76220,Blood gene expression in ALS
Gene_118,0.3261172089356301,0.4789799814563409,0.7221780225494713,0.1571177557491005,-0.16899945318652962,0.975368368848156,0.3196826371589695,GSE76220,Blood gene expression in ALS
Gene_119,0.4605248984309765,0.3511411970392807,0.9558734286455919,0.18674424179309468,-0.2737806566378818,0.975368368848156,0.4545182146894881,GSE76220,Blood gene expression in ALS
Gene_120,0.7966486187776436,0.0774771085130964,1.8665410760839993,0.657151200317143,-0.13949741846050057,0.975368368848156,1.1108265957515742,GSE76220,Blood gene expression in ALS
Gene_121,0.2713030439721671,0.6506536969335166,0.460117779803069,0.06571228132868794,-0.20559076264347914,0.975368368848156,0.18665009826349407,GSE76220,Blood gene expression in ALS
Gene_122,-0.8893218890911208,0.0408431644754476,-2.194354067470014,-0.31046900578493514,0.5788528833061856,0.975368368848156,1.3888806167079581,GSE76220,Blood gene expression in ALS
Gene_123,0.3781833972855121,0.4013325109438165,0.8584720968536125,0.004588295601164699,-0.3735951016843474,0.975368368848156,0.3964956577304026,GSE76220,Blood gene expression in ALS
Gene_124,-0.7528390539984303,0.052255989211873174,-2.0706649215116197,-0.21414167591027877,0.5386973780881515,0.975368368848156,1.2818639266024972,GSE76220,Blood gene expression in ALS
Gene_125,0.34804804867988665,0.3878033640682491,0.8838904888598718,0.32859669980217404,-0.019451348877712594,0.975368368848156,0.41138842787737406,GSE76220,Blood gene expression in ALS
Gene_126,0.3267900003871482,0.4326694742637335,0.8016466900776216,0.14914114808285583,-0.1776488523042924,0.975368368848156,0.3638437441044089,GSE76220,Blood gene expression in ALS
Gene_127,-0.18251974876914326,0.6295273790613569,-0.49031194503474534,-0.3069267616096109,-0.12440701284046765,0.975368368848156,0.2009853770466761,GSE76220,Blood gene expression in ALS
Gene_128,-0.5418304970291948,0.1285036901766989,-1.5892595065165678,0.14694640823616623,0.6887769052653611,0.975368368848156,0.8910844007345038,GSE76220,Blood gene expression in ALS
Gene_129,-0.40598523824051735,0.438772098052007,-0.7908857649524376,0.05639166960144232,0.4623769078419597,0.975368368848156,0.35776099743125206,GSE76220,Blood gene expression in ALS
Gene_130,0.6760130759993563,0.15462735965440816,1.4824129278851628,0.647038196300819,-0.028974879698537324,0.975368368848156,0.8107136598635869,GSE76220,Blood gene expression in ALS
Gene_131,0.0635714577188085,0.8370436744434596,0.20851792561420635,-0.001086220891292744,-0.06465767861010124,0.9893581318592127,0.07725188122424242,GSE76220,Blood gene expression in ALS
Gene_132,0.29165737681685855,0.28271213274013474,1.10557903387064,-0.2356669735347272,-0.5273243503515858,0.975368368848156,0.5486555531340234,GSE76220,Blood gene expression in ALS
Gene_133,0.26563739469540637,0.5751297514679767,0.5703411131455146,0.014884107950437481,-0.2507532867449689,0.975368368848156,0.240234165763141,GSE76220,Blood gene expression in ALS
Gene_134,-0.05957292003815966,0.9014915078096505,-0.125441920517608,0.10758209458769004,0.1671550146258497,0.9893581318592127,0.0450383600439412,GSE76220,Blood gene expression in ALS
Gene_135,0.7835743992054178,0.1039033449674971,1.7081082471665343,0.45949047096475437,-0.3240839282406634,0.975368368848156,0.9833704709457828,GSE76220,Blood gene expression in ALS
Gene_136,0.43209027855675436,0.24236271507363472,1.2066868353662523,0.005791787713606444,-0.4262984908431479,0.975368368848156,0.6155341909547914,GSE76220,Blood gene expression in ALS
Gene_137,-1.289513541786887,0.05478295681351203,-2.04663224689594,-0.8844508699706836,0.4050626718162034,0.975368368848156,1.2613545311704584,GSE76220,Blood gene expression in ALS
Gene_138,-0.6461681873212957,0.061961974204983186,-1.9834235077248412,-0.3023049659437907,0.3438632213775049,0.975368368848156,1.2078747533939265,GSE76220,Blood gene expression in ALS
Gene_139,0.22216112210625838,0.5635697382080687,0.5878281199579642,0.30837543123921884,0.08621430913296048,0.975368368848156,0.24905233508378957,GSE76220,Blood gene expression in ALS
Gene_140,-0.8812309833104324,0.08447814535053665,-1.8204616885509608,-0.4566878464183792,0.42454313689205314,0.975368368848156,1.073255629290251,GSE76220,Blood gene expression in ALS
Gene_141,-0.8787359651860247,0.05130747865451048,-2.0799571924861766,-0.4910543722972148,0.3876815928888098,0.975368368848156,1.2898193268635776,GSE76220,Blood gene expression in ALS
Gene_142,0.6323747909617675,0.16122542544842794,1.4578065885573481,0.17769308013285462,-0.4546817108289129,0.975368368848156,0.792566468354579,GSE76220,Blood gene expression in ALS
Gene_143,0.3980131058024924,0.47127172199931544,0.7350728257283691,0.06040548055412924,-0.33760762524836313,0.975368368848156,0.32672861869167064,GSE76220,Blood gene expression in ALS
Gene_144,-0.602744799939277,0.0886450330833275,-1.794599054401029,-0.576934663260043,0.025810136679234083,0.975368368848156,1.0523455935648653,GSE76220,Blood gene expression in ALS
Gene_145,0.3192373920002577,0.4479204488074119,0.7749266995669039,-0.10228654362385312,-0.42152393562411083,0.975368368848156,0.3487991103583915,GSE76220,Blood gene expression in ALS
Gene_146,0.6372909885045089,0.15827100996513943,1.4687207128135276,0.6043720358923741,-0.03291895261213483,0.975368368848156,0.800598626294661,GSE76220,Blood gene expression in ALS
Gene_147,-0.24222635400818093,0.6004553618889306,-0.5326431041295595,0.013564782506616413,0.25579113651479735,0.975368368848156,0.22151927270052088,GSE76220,Blood gene expression in ALS
Gene_148,-0.634175958637018,0.12777673841362797,-1.592483225292597,-0.46840806437295746,0.16576789426406055,0.975368368848156,0.8935482017183716,GSE76220,Blood gene expression in ALS
Gene_149,0.35452740540369604,0.36306346699734204,0.9319319722801035,0.011362595501216433,-0.3431648099024796,0.975368368848156,0.44001744946136134,GSE76220,Blood gene expression in ALS
Gene_150,0.039921573912557795,0.9259397174289625,0.09419603079046193,-0.4965046281520077,-0.5364262020645655,0.9893581318592127,0.03341728679556537,GSE76220,Blood gene expression in ALS
Gene_151,-0.3331951067190978,0.45784104363961275,-0.757844984354952,-0.1186334749249244,0.21456163179417337,0.975368368848156,0.33928527713284856,GSE76220,Blood gene expression in ALS
Gene_152,-0.49310249798143435,0.34404669453480063,-0.9703848984549158,-0.22458637659171057,0.2685161213897238,0.975368368848156,0.4633826103279572,GSE76220,Blood gene expression in ALS
Gene_153,0.3349993458667122,0.5224424450435337,0.6516335399271173,0.2923654600596084,-0.04263388580710379,0.975368368848156,0.28196154670357276,GSE76220,Blood gene expression in ALS
Gene_154,0.056050447665350916,0.909612420092575,0.1150503233158855,0.205520321628296,0.1494698739629451,0.9893581318592127,0.041143618306200606,GSE76220,Blood gene expression in ALS
Gene_155,-0.03678642174736502,0.9288821762226638,-0.09044258585539808,0.191932195027792,0.228718616775157,0.9893581318592127,0.03203937046441225,GSE76220,Blood gene expression in ALS
Gene_156,0.115228642281561,0.8313089492261543,0.21597502893668788,-0.022752204427494104,-0.1379808467090551,0.9893581318592127,0.08023754419602959,GSE76220,Blood gene expression in ALS
Gene_157,-0.10214789666240547,0.8199953784736347,-0.23072403921903806,0.032415530545757784,0.13456342720816325,0.9893581318592127,0.08618859531025218,GSE76220,Blood gene expression in ALS
