gene,log2FC,p_value,t_statistic,mean_ALS,mean_Control,n_ALS,n_Control,adj_p_value,significant,neg_log10_pval,dataset,description
GENE_00011,-2.887382628923172,0.3354673827579335,-1.0246036272969605,716.8972752910945,5304.515344382047,9,9,0.8050296958245977,False,0.4743496995691232,GSE76253,Frontal cortex - ALS vs controls
GENE_00012,1.1796560635739501,0.4387405151774769,0.8107713435051396,1024.5299546869107,452.28564179180563,9,9,0.8109443523709737,False,0.35779225913149476,GSE76253,Frontal cortex - ALS vs controls
GENE_00013,0.6897031110764416,0.5208926954293638,0.6688758354449289,1129.834625950547,700.4764773506128,9,9,0.8265509787329873,False,0.2832517327131331,GSE76253,Frontal cortex - ALS vs controls
GENE_00014,1.5174690198260274,0.20984071178338717,1.3491159887728605,1253.6866753505756,437.9104586301873,9,9,0.8050296958245977,False,0.678110249280679,GSE76253,Frontal cortex - ALS vs controls
GENE_00015,1.9795698470326144,0.07766146922017081,2.00151500769756,1522.225157217461,385.9837246223376,9,9,0.8050296958245977,False,1.1097943976146272,GSE76253,Frontal cortex - ALS vs controls
GENE_00016,0.23510504247512296,0.6074247634043923,0.5241498387533199,609.5364459878201,517.876266694555,9,9,0.858188847094902,False,0.2165075068025798,GSE76253,Frontal cortex - ALS vs controls
GENE_00017,-0.2945213092450422,0.7173157627740303,-0.3717290327536291,899.0681168584521,1102.6872303021883,9,9,0.9045468968171829,False,0.14428962558368383,GSE76253,Frontal cortex - ALS vs controls
GENE_00018,1.7843929235883862,0.037659010257480884,2.422617005928101,1404.1296881836104,407.61619242565513,9,9,0.8050296958245977,False,1.4241310981632989,GSE76253,Frontal cortex - ALS vs controls
GENE_00019,-0.09750130330956593,0.9049808885837987,-0.12216969672428057,456.5941546532447,488.51866795556634,9,9,0.9733070430025798,False,0.04336059214312446,GSE76253,Frontal cortex - ALS vs controls
GENE_00020,-0.29097344157574706,0.702505218123485,-0.3888797143258992,606.9624947304058,742.5976831882042,9,9,0.898574083043598,False,0.15335044552420796,GSE76253,Frontal cortex - ALS vs controls
GENE_00021,0.0008633464375434466,0.999354115973887,0.0008225705972097706,1075.3085081935906,1074.6652079670498,9,9,0.9995540267792429,False,0.000280594493998766,GSE76253,Frontal cortex - ALS vs controls
GENE_00022,-1.635486587814161,0.04341904609069044,-2.303260094563039,299.2105658405662,929.6242537704115,9,9,0.8050296958245977,False,1.3623197221552088,GSE76253,Frontal cortex - ALS vs controls
GENE_00023,0.5098268129072436,0.5195581234289421,0.6599265871449289,1386.2770793933241,973.5917372264836,9,9,0.8263384872462423,False,0.28436586047938234,GSE76253,Frontal cortex - ALS vs controls
GENE_00024,0.9513461529685322,0.3241280320341557,1.0404432370223684,804.5247333240566,416.05971931959914,9,9,0.8050296958245977,False,0.48928340762469374,GSE76253,Frontal cortex - ALS vs controls
GENE_00025,0.5766115045771133,0.5982006933892139,0.5450954603736885,767.1650781051085,514.4124446702751,9,9,0.8560508698481484,False,0.22315308790293722,GSE76253,Frontal cortex - ALS vs controls
GENE_00026,1.950082730798211,0.35652139470064476,0.9762836089928498,2341.9454948541193,606.0987485940005,9,9,0.8050296958245977,False,0.4479144031988369,GSE76253,Frontal cortex - ALS vs controls
GENE_00027,-0.2584997888407407,0.7619655862058011,-0.3082376951033527,905.4571758210502,1083.138779755251,9,9,0.9189384128157593,False,0.11806464291030087,GSE76253,Frontal cortex - ALS vs controls
GENE_00028,-0.33173243098185007,0.5480609175989828,-0.6171306371032892,346.4337668187567,435.9951199197479,9,9,0.8357337352440785,False,0.2611711665033729,GSE76253,Frontal cortex - ALS vs controls
GENE_00029,0.6641629895785324,0.35318774326042124,0.963646245850137,429.97083931795765,271.33512681334355,9,9,0.8050296958245977,False,0.45199437623469335,GSE76253,Frontal cortex - ALS vs controls
GENE_00030,0.49835972338850704,0.47722555530011146,0.7298970244365535,692.7448439408404,490.4018238187334,9,9,0.8185226337752144,False,0.3212763080263082,GSE76253,Frontal cortex - ALS vs controls
GENE_00031,-0.5836726800504682,0.5759064724045573,-0.5790426156383932,694.6877431381621,1041.10041771132,9,9,0.8504230248147626,False,0.2396480405640539,GSE76253,Frontal cortex - ALS vs controls
GENE_00032,-1.0778986059357256,0.3634491245415087,-0.9607860692074117,561.6264489210821,1185.5704461487142,9,9,0.8064159195346505,False,0.4395563729128789,GSE76253,Frontal cortex - ALS vs controls
GENE_00033,0.6340093564389375,0.34244873290682487,0.9784637282366488,1706.5489747373088,1099.6713803407322,9,9,0.8050296958245977,False,0.46540443638237106,GSE76253,Frontal cortex - ALS vs controls
GENE_00034,1.2757162327808067,0.24077819576873785,1.2557076803313376,1848.2800566848277,763.376744355834,9,9,0.8050296958245977,False,0.6183828441836099,GSE76253,Frontal cortex - ALS vs controls
GENE_00035,-1.4684690121232251,0.2318981664195343,-1.2790579614496278,284.14441031553133,786.3073538637758,9,9,0.8050296958245977,False,0.6347026852431102,GSE76253,Frontal cortex - ALS vs controls
GENE_00036,1.678129077235587,0.2822379684172522,1.1490432360277614,1648.9660982157338,515.2814853545544,9,9,0.8050296958245977,False,0.5493845626407926,GSE76253,Frontal cortex - ALS vs controls
GENE_00037,-1.0612886968239532,0.2037463136226524,-1.3430740602488638,553.0063975709819,1154.010837490478,9,9,0.8050296958245977,False,0.6909102401969349,GSE76253,Frontal cortex - ALS vs controls
GENE_00038,-0.5016315032499576,0.364206526798445,-0.9360237910539289,507.99724562648254,719.2294910906658,9,9,0.8064159195346505,False,0.43865227565490833,GSE76253,Frontal cortex - ALS vs controls
GENE_00039,-2.2848878064220433,0.0480116232314245,-2.3151150337435147,243.8939340382473,1188.5590560565306,9,9,0.8050296958245977,False,1.3186536106620919,GSE76253,Frontal cortex - ALS vs controls
GENE_00040,0.1744053831799672,0.7542746138920395,0.31867279814936206,543.0058675421203,481.1752390166617,9,9,0.9149376684765157,False,0.1224705087922535,GSE76253,Frontal cortex - ALS vs controls
GENE_00041,-1.3956549138682792,0.4118163681691869,-0.858463042003618,560.7790812379252,1475.4544189381718,9,9,0.8097031933459682,False,0.38529639578431935,GSE76253,Frontal cortex - ALS vs controls
GENE_00042,0.3412088777540605,0.7560809232731486,0.31808790211230753,1529.8102341804251,1207.6009749161162,9,9,0.9155738959471404,False,0.12143171951180817,GSE76253,Frontal cortex - ALS vs controls
GENE_00043,0.16179846032240622,0.7340610939192755,0.3470601623374117,606.5426884246933,542.1945927330194,9,9,0.9100683038919856,False,0.13426779342471423,GSE76253,Frontal cortex - ALS vs controls
GENE_00044,2.023408394105082,0.03024374405413865,2.550562531173101,1779.2991187262485,437.6655300873417,9,9,0.8050296958245977,False,1.519364445928744,GSE76253,Frontal cortex - ALS vs controls
GENE_00045,0.7862998632218415,0.37371365783653676,0.9273796336915214,1611.9873438827385,934.6774893216976,9,9,0.8083523230019777,False,0.42746103002123786,GSE76253,Frontal cortex - ALS vs controls
GENE_00046,0.5799206929789303,0.48698435895076,0.7219963669956226,635.271277231557,424.9968353312113,9,9,0.821598317028461,False,0.31248498730787383,GSE76253,Frontal cortex - ALS vs controls
GENE_00047,-1.1488541023439427,0.32491286398335206,-1.033948143568963,756.8069846746987,1678.12642830919,9,9,0.8050296958245977,False,0.48823309368306306,GSE76253,Frontal cortex - ALS vs controls
GENE_00048,-0.01913036020888631,0.9872774004230203,-0.016250893778381,1269.1539763329438,1286.0952286695665,9,9,0.9953806421031937,False,0.005560804223591828,GSE76253,Frontal cortex - ALS vs controls
GENE_00049,-0.18916875123164895,0.7291487583293232,-0.35398212658070966,1051.9298358968379,1199.3121723408326,9,9,0.9074323290069739,False,0.13718385943115957,GSE76253,Frontal cortex - ALS vs controls
GENE_00050,-1.5458124219784237,0.12504290634495424,-1.7043289057996172,503.0100283966566,1468.6305237328843,9,9,0.8050296958245977,False,0.9029409406597957,GSE76253,Frontal cortex - ALS vs controls
GENE_00051,0.36016486357106997,0.7122992723121311,0.3760181902424867,852.5500047877028,664.2008604160068,9,9,0.9009603747939933,False,0.1473374993322347,GSE76253,Frontal cortex - ALS vs controls
GENE_00052,0.5020646638748637,0.6396824415382332,0.48197399944012775,1004.2828637448911,709.1196642080522,9,9,0.8718821683270281,False,0.1940355699447959,GSE76253,Frontal cortex - ALS vs controls
GENE_00053,-2.0828221748564726,0.026565448133497264,-2.6951152501783646,311.78990787861926,1320.8515311088688,9,9,0.8050296958245977,False,1.575682853563261,GSE76253,Frontal cortex - ALS vs controls
GENE_00054,0.5840912036910126,0.4643221577785248,0.7551357789584617,662.5552230293108,441.9703237003238,9,9,0.8151723275606124,False,0.3331805910025041,GSE76253,Frontal cortex - ALS vs controls
GENE_00055,0.16370854094186715,0.801748714379728,0.25625626431982407,634.1797345355023,566.1495656903152,9,9,0.9311831758184994,False,0.09596172779894524,GSE76253,Frontal cortex - ALS vs controls
GENE_00056,0.9454042539843153,0.2770255593243741,1.125383592012291,1811.4112200256911,940.636907413388,9,9,0.8050296958245977,False,0.5574801595945893,GSE76253,Frontal cortex - ALS vs controls
GENE_00057,-0.7574212886245604,0.39624430143544787,-0.8795280690552175,413.32934904790096,698.7193512060935,9,9,0.8083523230019777,False,0.40203697051030735,GSE76253,Frontal cortex - ALS vs controls
GENE_00058,0.05463995495888522,0.9334182001567394,0.08488345221425887,766.2527135986934,737.7747033058919,9,9,0.9819253104952024,False,0.02992373532296348,GSE76253,Frontal cortex - ALS vs controls
GENE_00059,0.5177365966889391,0.501988627321413,0.6894749553011443,759.9527986736434,530.801783288018,9,9,0.8232670170723111,False,0.2993061217942288,GSE76253,Frontal cortex - ALS vs controls
GENE_00060,-0.4914527114675484,0.6383694972511677,-0.48609836027852554,623.6313321629598,876.738209756336,9,9,0.8718821683270281,False,0.19492787274126472,GSE76253,Frontal cortex - ALS vs controls
GENE_00061,0.7600551682977746,0.3997770022404499,0.8655924447949077,1333.2719931951356,787.2621145443925,9,9,0.8083523230019777,False,0.3981821929276184,GSE76253,Frontal cortex - ALS vs controls
GENE_00062,1.5770548420353063,0.12582998987382274,1.6862517109984545,1924.9749326695196,645.1850064043246,9,9,0.8050296958245977,False,0.9002158383462997,GSE76253,Frontal cortex - ALS vs controls
GENE_00063,0.27783655912535526,0.734693899970462,0.34518963711030737,746.6444670361491,615.8525059537175,9,9,0.910401363036508,False,0.13389356600857805,GSE76253,Frontal cortex - ALS vs controls
GENE_00064,-0.46591851751654256,0.5593608313594285,-0.5986029302230387,1894.2816410428807,2616.375053015494,9,9,0.8399167889162094,False,0.25230794790376365,GSE76253,Frontal cortex - ALS vs controls
GENE_00065,-0.5356747362495771,0.49092377962242617,-0.7081229663537519,418.0179779980897,605.9672091509083,9,9,0.821598317028461,False,0.3089859308076955,GSE76253,Frontal cortex - ALS vs controls
GENE_00066,-0.6124516661282491,0.3178964122023825,-1.052356380993135,420.0816255773655,642.2439298820491,9,9,0.8050296958245977,False,0.49771437353065073,GSE76253,Frontal cortex - ALS vs controls
GENE_00067,-2.7224153276166025,0.05456252024273,-2.2353853481155164,231.3000913868474,1526.5269594705583,9,9,0.8050296958245977,False,1.263105577826794,GSE76253,Frontal cortex - ALS vs controls
GENE_00068,-1.6653392534614384,0.15945587353216775,-1.5279581981209298,758.710803020427,2406.5413935243173,9,9,0.8050296958245977,False,0.797359478957057,GSE76253,Frontal cortex - ALS vs controls
GENE_00069,1.0657619365736655,0.27680614395252845,1.1495002319570715,768.0298628144292,366.9034501307586,9,9,0.8050296958245977,False,0.5578242745654695,GSE76253,Frontal cortex - ALS vs controls
GENE_00070,1.3721417692194415,0.251536722534848,1.224285117665755,1381.0257105301453,533.514138555841,9,9,0.8050296958245977,False,0.5993986021388115,GSE76253,Frontal cortex - ALS vs controls
GENE_00071,-1.7172157826284946,0.2983270865794317,-1.110403772706699,413.55261753351715,1359.7661748409691,9,9,0.8050296958245977,False,0.5253073131215801,GSE76253,Frontal cortex - ALS vs controls
GENE_00072,0.4484892922696185,0.4026192074100542,0.8641753214304797,831.121909426485,609.0542825984725,9,9,0.8083523230019777,False,0.3951055104378747,GSE76253,Frontal cortex - ALS vs controls
GENE_00073,-0.12003026263829585,0.8856312440577181,-0.1464471630494323,523.3700772747353,568.7764397698877,9,9,0.9662622318394487,False,0.05274707044628837,GSE76253,Frontal cortex - ALS vs controls
GENE_00074,-0.9251577134024633,0.22841539564957172,-1.2728093377738263,419.04300966939934,795.7173410895396,9,9,0.8050296958245977,False,0.641274627132336,GSE76253,Frontal cortex - ALS vs controls
GENE_00075,0.2502976223644398,0.7177810058141142,0.36860360823946137,477.7850397399478,401.6848526114787,9,9,0.9045468968171829,False,0.14400803831158707,GSE76253,Frontal cortex - ALS vs controls
GENE_00076,0.13803475504858553,0.8852612138309013,0.14674259934282907,1182.2306628663505,1074.3594729849112,9,9,0.9662622318394487,False,0.05292856321539116,GSE76253,Frontal cortex - ALS vs controls
GENE_00077,0.9293239065960172,0.28839344805942985,1.1086649410643814,1266.1442131964668,664.8578530600117,9,9,0.8050296958245977,False,0.5400146104711867,GSE76253,Frontal cortex - ALS vs controls
GENE_00078,-0.6627696888812958,0.40163625777897194,-0.8693331957544814,919.5537890709461,1455.763059590091,9,9,0.8083523230019777,False,0.3961670880877611,GSE76253,Frontal cortex - ALS vs controls
GENE_00079,0.46401702516863896,0.653911168210411,0.4588349842922859,946.0844157945539,685.8779571010579,9,9,0.8779305874288409,False,0.18448124521754677,GSE76253,Frontal cortex - ALS vs controls
GENE_00080,-2.060476540828918,0.20220009028841715,-1.3875352048717868,428.8847015384165,1788.9812928814529,9,9,0.8050296958245977,False,0.6942186548194361,GSE76253,Frontal cortex - ALS vs controls
GENE_00081,0.7499647059471368,0.34361456341774266,0.996405950131155,893.1211700999825,531.0660168471318,9,9,0.8050296958245977,False,0.4639284377455417,GSE76253,Frontal cortex - ALS vs controls
GENE_00082,-1.259336497431767,0.383555429458331,-0.9109434320897603,637.0760498082333,1525.0684579167353,9,9,0.8083523230019777,False,0.41617186517426424,GSE76253,Frontal cortex - ALS vs controls
GENE_00083,-0.013358195385781006,0.9861901071941968,-0.017583119851173,1302.295872251112,1314.4100816586817,9,9,0.9953806421031937,False,0.0060393583375520235,GSE76253,Frontal cortex - ALS vs controls
GENE_00084,-0.08027746089173048,0.922967013659719,-0.09823790293077427,1060.182373158221,1120.8474367491763,9,9,0.9777934217568474,False,0.03481382014587242,GSE76253,Frontal cortex - ALS vs controls
GENE_00085,0.060920020327462306,0.9547500627435217,0.05766496939875913,646.4542980926283,619.7250823342749,9,9,0.9879719804899513,False,0.0201103044140168,GSE76253,Frontal cortex - ALS vs controls
GENE_00086,0.47628508394508823,0.5037627100550376,0.6852732464117698,759.6343918008802,546.0451098106856,9,9,0.8235125160987742,False,0.2977739833577669,GSE76253,Frontal cortex - ALS vs controls
GENE_00087,-0.5353179154775922,0.4480146699337001,-0.783484507074344,409.1888061004737,593.0215754826711,9,9,0.8116279343299247,False,0.3487077650934932,GSE76253,Frontal cortex - ALS vs controls
GENE_00088,-1.423325290665791,0.21290298039388741,-1.3458112097509929,413.92877886871594,1110.1693381389969,9,9,0.8050296958245977,False,0.6718182589019343,GSE76253,Frontal cortex - ALS vs controls
GENE_00089,-1.0629009908348246,0.5093662634286713,-0.689297486138514,1288.3415817249827,2691.5106629832108,9,9,0.8252348364045526,False,0.29296982280381617,GSE76253,Frontal cortex - ALS vs controls
GENE_00090,0.058017138207379255,0.9433240774524922,0.07249269586162721,830.6110427928272,797.87122344181,9,9,0.9849306018877416,False,0.025339080465013937,GSE76253,Frontal cortex - ALS vs controls
GENE_00091,-0.6576924328687892,0.57193217633056,-0.5810592681750039,1067.7982463176288,1684.512947798136,9,9,0.8480607596835114,False,0.2426554697940847,GSE76253,Frontal cortex - ALS vs controls
GENE_00092,0.10180064880573785,0.8901575677100922,0.14036532934878204,700.2136244838047,652.507500155032,9,9,0.9674508127096385,False,0.050533111635806684,GSE76253,Frontal cortex - ALS vs controls
GENE_00093,0.318397083574822,0.6503645374603548,0.4620135718134304,931.109411929249,746.7128824940391,9,9,0.8768194748520501,False,0.18684314761873316,GSE76253,Frontal cortex - ALS vs controls
GENE_00094,0.2362711936772932,0.7081194805519573,0.3842373012557603,1507.1779486826094,1279.498599868409,9,9,0.8993771125399741,False,0.14989345789426814,GSE76253,Frontal cortex - ALS vs controls
GENE_00095,0.5184391824755161,0.3565458159075334,0.9580245428690332,996.4057237045231,695.617451188938,9,9,0.8050296958245977,False,0.4478846556652537,GSE76253,Frontal cortex - ALS vs controls
GENE_00096,-2.0147312216049107,0.10911189912010232,-1.792902177400204,275.3495325637157,1112.7020148536349,9,9,0.8050296958245977,False,0.9621278851549343,GSE76253,Frontal cortex - ALS vs controls
GENE_00097,-0.027353862233628293,0.964809490605187,-0.044923004957627376,1023.8727298208588,1043.4708205565043,9,9,0.9921264994145238,False,0.015558433129721628,GSE76253,Frontal cortex - ALS vs controls
GENE_00098,0.35989772647660107,0.7839705263634783,0.28022332305922604,835.5377300557622,651.0675571660881,9,9,0.925288368267201,False,0.10570026445626897,GSE76253,Frontal cortex - ALS vs controls
GENE_00099,-0.41265251531137603,0.5684055629310305,-0.5841190188582425,446.8096692462672,594.7621844249468,9,9,0.8451826281051301,False,0.24534168032509673,GSE76253,Frontal cortex - ALS vs controls
GENE_00100,0.8857948843197115,0.42964407270178184,0.8247011670569756,902.9482218169968,488.6658804971129,9,9,0.8109443523709737,False,0.3668911752846666,GSE76253,Frontal cortex - ALS vs controls
GENE_00101,-0.4134185812598581,0.5167190142132123,-0.6660860363991733,481.2073929854105,640.8902796123208,9,9,0.8263384872462423,False,0.2867455570029363,GSE76253,Frontal cortex - ALS vs controls
GENE_00102,-0.4613720622352861,0.6175528760345996,-0.5117361341086143,549.8620177574709,757.0778695070967,9,9,0.8625040168081001,False,0.20932585136882625,GSE76253,Frontal cortex - ALS vs controls
GENE_00103,1.0567472675588552,0.11226514330624825,1.6948655013639187,998.335282546122,479.9144146893468,9,9,0.8050296958245977,False,0.9497550649280864,GSE76253,Frontal cortex - ALS vs controls
GENE_00104,-0.8393089315107218,0.30358986382540026,-1.067191856188064,514.5472397002461,920.624263549535,9,9,0.8050296958245977,False,0.5177127326388209,GSE76253,Frontal cortex - ALS vs controls
GENE_00105,-0.0726225721000199,0.9225051717597601,-0.0991679208293459,606.7160733818146,638.0387759335252,9,9,0.9777934217568474,False,0.03503119041504883,GSE76253,Frontal cortex - ALS vs controls
GENE_00106,0.05377469520063316,0.9631965390764445,0.046872113834090345,1081.3703928546836,1041.8055781928854,9,9,0.9911468811241454,False,0.016285086574937123,GSE76253,Frontal cortex - ALS vs controls
GENE_00107,0.9960595826499117,0.47793334207202665,0.7350961807615127,1629.1566035018432,816.8061917708144,9,9,0.8185226337752144,False,0.3206326707288593,GSE76253,Frontal cortex - ALS vs controls
GENE_00108,-2.167618265693978,0.3064261157027992,-1.0908971652895516,585.1286437051361,2628.8722113387435,9,9,0.8050296958245977,False,0.5136742239536436,GSE76253,Frontal cortex - ALS vs controls
GENE_00109,0.018184708905163844,0.9700627914821132,0.03813542615217067,666.3466009124554,658.0002276194613,9,9,0.9921264994145238,False,0.013200153247580448,GSE76253,Frontal cortex - ALS vs controls
GENE_00110,1.230947284878628,0.059099497398598044,2.1397625683807577,1805.6531774142086,769.2761721128171,9,9,0.8050296958245977,False,1.228416212484965,GSE76253,Frontal cortex - ALS vs controls
GENE_00111,0.0006871630552219649,0.9991959510793469,0.0010236539318302872,368.01312610656464,367.8378813034187,9,9,0.9995540267792429,False,0.0003493344692491944,GSE76253,Frontal cortex - ALS vs controls
GENE_00112,1.1894665672115183,0.17326088399281897,1.4487011452509202,1051.66424357673,461.11791205932855,9,9,0.8050296958245977,False,0.7612994741213381,GSE76253,Frontal cortex - ALS vs controls
GENE_00113,-1.6150254150554186,0.3865538252299683,-0.9141626791142309,531.0302017299013,1626.635759487659,9,9,0.8083523230019777,False,0.41279002471381904,GSE76253,Frontal cortex - ALS vs controls
GENE_00114,1.1562924744576248,0.18740883937875727,1.4192984860482127,1129.3253568925877,506.6876990238088,9,9,0.8050296958245977,False,0.7272099289077756,GSE76253,Frontal cortex - ALS vs controls
GENE_00115,-0.530495921294607,0.45396451145387384,-0.7722743771564883,446.0751514393615,644.3223800266309,9,9,0.8132441518808838,False,0.34297809666309603,GSE76253,Frontal cortex - ALS vs controls
GENE_00116,-0.8912649845528392,0.23964484201190833,-1.2431661611624396,547.176597785472,1014.9041051861592,9,9,0.8050296958245977,False,0.6204319140949889,GSE76253,Frontal cortex - ALS vs controls
GENE_00117,1.2770852907313655,0.4280151461550422,0.8329625120723869,1115.5344460106965,460.3010924789103,9,9,0.8109443523709737,False,0.36854086235325384,GSE76253,Frontal cortex - ALS vs controls
GENE_00118,0.3884636240562495,0.4664487450155308,0.7461298043232523,1133.5391602809161,865.9589899234849,9,9,0.8154774776256377,False,0.33119607105975213,GSE76253,Frontal cortex - ALS vs controls
GENE_00119,-0.9177886524769006,0.31875044597362673,-1.040204127948017,465.0498092520436,878.5801454409282,9,9,0.8050296958245977,False,0.49654919892269533,GSE76253,Frontal cortex - ALS vs controls
GENE_00120,-0.691814799485322,0.5120753646760603,-0.6745914975232701,643.007676076517,1038.6594183434654,9,9,0.8253814104292241,False,0.2906661170431677,GSE76253,Frontal cortex - ALS vs controls
GENE_00121,-1.060287395445746,0.2605989706487824,-1.1707014987922368,393.07106727982296,819.6895303433256,9,9,0.8050296958245977,False,0.5840273040587244,GSE76253,Frontal cortex - ALS vs controls
GENE_00122,1.9259986809078022,0.08772958876624969,1.936900625786106,1834.024115405694,482.638171879076,9,9,0.8050296958245977,False,1.0568539063984999,GSE76253,Frontal cortex - ALS vs controls
GENE_00123,0.5706179607846106,0.5742977426922626,0.5802100577899695,1038.9965295469553,699.585782221726,9,9,0.8498042951942331,False,0.2408628907329741,GSE76253,Frontal cortex - ALS vs controls
GENE_00124,-0.9624982863497321,0.19444253001407785,-1.3547951115104016,332.3217696147796,647.5892737732535,9,9,0.8050296958245977,False,0.7112087366820217,GSE76253,Frontal cortex - ALS vs controls
GENE_00125,0.5772583271519949,0.446261488128472,0.7857003060990039,1209.7228394404494,810.800127734452,9,9,0.8114776465917056,False,0.35041059067452185,GSE76253,Frontal cortex - ALS vs controls
GENE_00126,0.7432042166979649,0.290598442585717,1.1099699691020546,544.7856558880043,325.46096067411304,9,9,0.8050296958245977,False,0.5367067175611963,GSE76253,Frontal cortex - ALS vs controls
GENE_00127,0.12075019761355205,0.8659493049170852,0.1715841992231659,922.6854032289705,848.6023277426658,9,9,0.9564273303700963,False,0.06250753204641007,GSE76253,Frontal cortex - ALS vs controls
GENE_00128,-1.3362328146618863,0.396043297094394,-0.8916138924185726,1080.222463198548,2727.4661074686655,9,9,0.8083523230019777,False,0.40225733260657937,GSE76253,Frontal cortex - ALS vs controls
GENE_00129,-0.6097451175852151,0.40058170573278906,-0.8750846637626616,533.8181803565498,814.6009845733871,9,9,0.8083523230019777,False,0.3973088884940671,GSE76253,Frontal cortex - ALS vs controls
GENE_00130,0.6009933732866298,0.27391315573290476,1.1350408367443232,798.704123742737,526.5854974710746,9,9,0.8050296958245977,False,0.5623871085821166,GSE76253,Frontal cortex - ALS vs controls
GENE_00131,-1.6710763347495607,0.057355213571308725,-2.1091546082864636,344.80137771030576,1098.0271893680856,9,9,0.8050296958245977,False,1.24142709873327,GSE76253,Frontal cortex - ALS vs controls
GENE_00132,0.046508339869520514,0.9507849003658546,0.0627264839477186,361.70745673481053,350.2329939103654,9,9,0.9866176150243776,False,0.021917724019856394,GSE76253,Frontal cortex - ALS vs controls
GENE_00133,-0.11555377821428019,0.889155863149562,-0.1416113426149416,736.5929441819934,798.0180375472329,9,9,0.9674508127096385,False,0.05102210340257499,GSE76253,Frontal cortex - ALS vs controls
GENE_00134,0.5543829975473418,0.32385381233890487,1.0190526378740576,782.7722747222624,533.0273867459297,9,9,0.8050296958245977,False,0.48965098615677827,GSE76253,Frontal cortex - ALS vs controls
GENE_00135,0.1708558010383129,0.8419643988913059,0.20314822447132483,719.0092193530571,638.707091375553,9,9,0.9454918199542673,False,0.07470627155489959,GSE76253,Frontal cortex - ALS vs controls
GENE_00136,-0.407007535584136,0.539864832703302,-0.6317521745651627,535.6590375706663,710.2478264574261,9,9,0.8320974610100215,False,0.26771496195334743,GSE76253,Frontal cortex - ALS vs controls
GENE_00137,-0.8813180149377664,0.38947214043407286,-0.8893260150592271,918.3089412677663,1691.5777775387369,9,9,0.8083523230019777,False,0.4095236026601706,GSE76253,Frontal cortex - ALS vs controls
GENE_00138,-0.9669639770927598,0.15601388834076654,-1.5235659826938814,413.00193304005427,807.3042637326099,9,9,0.8050296958245977,False,0.8068367390732166,GSE76253,Frontal cortex - ALS vs controls
GENE_00139,2.0583288595680926,0.3715464059587368,0.9449321763896127,1883.33559459216,452.17754006478685,9,9,0.8083523230019777,False,0.42998693535387306,GSE76253,Frontal cortex - ALS vs controls
GENE_00140,-0.7515901279635875,0.6261955577115426,-0.5035798213155515,1201.5655932194145,2023.0129218091356,9,9,0.8666143062434467,False,0.2032900176328807,GSE76253,Frontal cortex - ALS vs controls
GENE_00141,0.7360885319925843,0.5561267504752779,0.60394340855042,1495.2731384698877,897.7094645896611,9,9,0.8377926340392859,False,0.2548262142480664,GSE76253,Frontal cortex - ALS vs controls
GENE_00142,-0.606584441047212,0.3137538324239872,-1.0401057529907678,328.93514342121983,500.85312476258645,9,9,0.8050296958245977,False,0.5034109606808662,GSE76253,Frontal cortex - ALS vs controls
