"Protein_ID","Gene_Symbol","logFC","P.Value","adj.P.Val","significant","condition","comparison"
"Q13885;A6NNZ2","TUBB2A",4.54,8.61522563371538e-10,6.7e-07,TRUE,"CTRL","C9ALS_vs_Control"
"P51116","FXR2",3.23,2.70482147080635e-09,2.24e-05,TRUE,"CTRL","C9ALS_vs_Control"
"Q5T5P2","KIAA1217",-5.82,3.40329095155259e-09,3.1e-05,TRUE,"CTRL","C9ALS_vs_Control"
"Q15027","ACAP1",3.59,5.7533882070762e-09,8.01e-05,TRUE,"CTRL","C9ALS_vs_Control"
"P10645","CHGA",-3.84,5.871364574796e-09,8.2e-05,TRUE,"CTRL","C9ALS_vs_Control"
"O15240","VGF",-4.15,6.06557062989415e-09,8.5e-05,TRUE,"CTRL","C9ALS_vs_Control"
"Q14624","ITIH4",-4.2,3.37274801968682e-08,0.00379,TRUE,"CTRL","C9ALS_vs_Control"
"P0DP25;P0DP24;P0DP23;P27482;P02585","P0DP25",2.55,3.78308467410514e-08,0.00449,TRUE,"CTRL","C9ALS_vs_Control"
"Q9NWH9","SLTM",-2.82,1.04180043567888e-07,0.0217,TRUE,"CTRL","C9ALS_vs_Control"
"O43795","MYO1B",2.49,1.08207515661821e-07,0.0228,TRUE,"CTRL","C9ALS_vs_Control"
"Q14244","MAP7",-3.03,1.72480499264265e-07,0.0448,TRUE,"CTRL","C9ALS_vs_Control"
"Q9HCB6","SPON1",5.37,1.92898663554895e-07,0.0521,FALSE,"CTRL","C9ALS_vs_Control"
"P61278","SST",-2.59,2.76841491424027e-07,0.0822,FALSE,"CTRL","C9ALS_vs_Control"
"Q14576","ELAVL3",3.41,3.695898902983e-07,0.114,FALSE,"CTRL","C9ALS_vs_Control"
"Q15717","ELAVL1",3.93,5.69403423819604e-07,0.177,FALSE,"CTRL","C9ALS_vs_Control"
"P01834","IGKC",-3.33,8.78092815879903e-07,0.257,FALSE,"CTRL","C9ALS_vs_Control"
"Q969Q0","RPL36AL",3,1.0897951118832e-06,0.302,FALSE,"CTRL","C9ALS_vs_Control"
"Q86SE5","RALYL",2.38,1.32724798956638e-06,0.344,FALSE,"CTRL","C9ALS_vs_Control"
"O43684","BUB3",3.63,1.44231566904458e-06,0.362,FALSE,"CTRL","C9ALS_vs_Control"
"P20290","BTF3",-3.47,1.75548474787386e-06,0.406,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WXI9","GATAD2B",-1.33,1.89494331819253e-06,0.423,FALSE,"CTRL","C9ALS_vs_Control"
"P18887","XRCC1",-2.98,2.60497418908621e-06,0.492,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NZB2","FAM120A",1.92,2.97490001237586e-06,0.52,FALSE,"CTRL","C9ALS_vs_Control"
"P0DOY3;P0DOY2;P0CG04;P0CF74;B9A064","IGLC1",-3.18,3.02686829397208e-06,0.523,FALSE,"CTRL","C9ALS_vs_Control"
"Q14315","FLNC",1.76,3.95501339430976e-06,0.577,FALSE,"CTRL","C9ALS_vs_Control"
"O43395","PRPF3",1.82,4.03246032531219e-06,0.581,FALSE,"CTRL","C9ALS_vs_Control"
"O95777","LSM8",2.43,4.06309933168873e-06,0.582,FALSE,"CTRL","C9ALS_vs_Control"
"Q13813","SPTAN1",3.11,4.22172680824868e-06,0.589,FALSE,"CTRL","C9ALS_vs_Control"
"A6NNA2","SRRM3",2.23,4.43123687701012e-06,0.598,FALSE,"CTRL","C9ALS_vs_Control"
"O60885","BRD4",-1.52,4.90971476572302e-06,0.617,FALSE,"CTRL","C9ALS_vs_Control"
"O00159","MYO1C",2.56,5.05369539159981e-06,0.622,FALSE,"CTRL","C9ALS_vs_Control"
"Q8ND56","LSM14A",1.86,5.10957158451887e-06,0.624,FALSE,"CTRL","C9ALS_vs_Control"
"Q13547;O15379","HDAC1",-2.55,5.30286521325154e-06,0.631,FALSE,"CTRL","C9ALS_vs_Control"
"P63092;Q5JWF2;P38405","GNAS",2.77,5.77742193062506e-06,0.645,FALSE,"CTRL","C9ALS_vs_Control"
"Q6PJT7","ZC3H14",1.52,5.81668851382559e-06,0.646,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y608","LRRFIP2",3.76,6.13855901616909e-06,0.655,FALSE,"CTRL","C9ALS_vs_Control"
"P38159;O75526;Q8N7X1","RBMX",-1.56,6.16914624432532e-06,0.656,FALSE,"CTRL","C9ALS_vs_Control"
"P24928","POLR2A",-1.45,6.56706469346403e-06,0.666,FALSE,"CTRL","C9ALS_vs_Control"
"Q92804","TAF15",-2.42,7.63248635764145e-06,0.69,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NZR1","TMOD2",2.74,8.11913184079879e-06,0.699,FALSE,"CTRL","C9ALS_vs_Control"
"Q969G3","SMARCE1",3.81,1.10374986371197e-05,0.74,FALSE,"CTRL","C9ALS_vs_Control"
"P01857","IGHG1",-2.53,1.12874176741487e-05,0.743,FALSE,"CTRL","C9ALS_vs_Control"
"Q5SQI0","ATAT1",1.37,1.23493846195251e-05,0.754,FALSE,"CTRL","C9ALS_vs_Control"
"Q15393","SF3B3",1.81,1.2585445167414e-05,0.756,FALSE,"CTRL","C9ALS_vs_Control"
"O60306","AQR",2.73,1.34309394593649e-05,0.764,FALSE,"CTRL","C9ALS_vs_Control"
"P05783;CON__Q92764;CON__Q497I4;Q92764;CON__H-INV:HIT000015463","KRT18",-1.68,1.53966911368145e-05,0.779,FALSE,"CTRL","C9ALS_vs_Control"
"P35580","MYH10",1.81,1.56764169242542e-05,0.781,FALSE,"CTRL","C9ALS_vs_Control"
"P35637","FUS",-2.77,1.62263208434734e-05,0.784,FALSE,"CTRL","C9ALS_vs_Control"
"P14649","MYL6B",1.43,1.75536144737181e-05,0.792,FALSE,"CTRL","C9ALS_vs_Control"
"Q92614","MYO18A",1.74,1.89085532397983e-05,0.799,FALSE,"CTRL","C9ALS_vs_Control"
"P02787;CON__Q2HJF0","TF",-4.09,1.92836931690927e-05,0.801,FALSE,"CTRL","C9ALS_vs_Control"
"Q15029","EFTUD2",2.08,2.4343357683143e-05,0.822,FALSE,"CTRL","C9ALS_vs_Control"
"Q13123","IK",1.3,2.68351992786685e-05,0.83,FALSE,"CTRL","C9ALS_vs_Control"
"Q9HCS7","XAB2",3.07,2.8792782364833e-05,0.835,FALSE,"CTRL","C9ALS_vs_Control"
"Q7L099;Q96T51","RUFY3",1.92,2.94134106253166e-05,0.837,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WYP5","AHCTF1",-2.26,2.99011950998264e-05,0.838,FALSE,"CTRL","C9ALS_vs_Control"
"P08670;P17661","VIM",1.64,3.00732446449728e-05,0.838,FALSE,"CTRL","C9ALS_vs_Control"
"Q12873","CHD3",-1.25,3.01993133260191e-05,0.839,FALSE,"CTRL","C9ALS_vs_Control"
"Q9P013","CWC15",1.22,3.04587168072653e-05,0.839,FALSE,"CTRL","C9ALS_vs_Control"
"Q02880","TOP2B",-2.34,3.4238403849375e-05,0.848,FALSE,"CTRL","C9ALS_vs_Control"
"P15924","DSP",-4.56,3.63360439028977e-05,0.852,FALSE,"CTRL","C9ALS_vs_Control"
"P11047","LAMC1",-1.64,3.67085220393095e-05,0.852,FALSE,"CTRL","C9ALS_vs_Control"
"Q13573","SNW1",1.12,3.95357686328861e-05,0.857,FALSE,"CTRL","C9ALS_vs_Control"
"Q93045","STMN2",1.41,4.2892877059891e-05,0.862,FALSE,"CTRL","C9ALS_vs_Control"
"O60828","PQBP1",1.28,4.508076831267e-05,0.865,FALSE,"CTRL","C9ALS_vs_Control"
"P04792","HSPB1",-3.17,4.56701120093197e-05,0.866,FALSE,"CTRL","C9ALS_vs_Control"
"P39060","COL18A1",-2.2,4.68162800773268e-05,0.868,FALSE,"CTRL","C9ALS_vs_Control"
"P68371","TUBB4B",0.967,4.82957573202639e-05,0.869,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NW64","RBM22",2.16,4.85912333501579e-05,0.87,FALSE,"CTRL","C9ALS_vs_Control"
"Q9ULR0","ISY1",1.74,4.997962489052e-05,0.871,FALSE,"CTRL","C9ALS_vs_Control"
"O95926","SYF2",2.11,5.06269454191556e-05,0.872,FALSE,"CTRL","C9ALS_vs_Control"
"P07196","NEFL",1.4,5.31019637803317e-05,0.875,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BVA1","TUBB2B",1.01,5.46650191628879e-05,0.876,FALSE,"CTRL","C9ALS_vs_Control"
"Q71U36;P0DPH8;P0DPH7;Q6PEY2","TUBA1A",0.951,5.92632943489118e-05,0.88,FALSE,"CTRL","C9ALS_vs_Control"
"Q86VP6;O75155","CAND1",1.86,6.07649750049822e-05,0.882,FALSE,"CTRL","C9ALS_vs_Control"
"Q6P2Q9","PRPF8",1.73,6.15199523741422e-05,0.882,FALSE,"CTRL","C9ALS_vs_Control"
"O95631","NTN1",1.98,6.23556537743363e-05,0.883,FALSE,"CTRL","C9ALS_vs_Control"
"Q86YP4","GATAD2A",-1.31,6.34447976465259e-05,0.884,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y4I1","MYO5A",1.63,6.96830384618479e-05,0.888,FALSE,"CTRL","C9ALS_vs_Control"
"P46781","RPS9",0.898,7.56411206287998e-05,0.892,FALSE,"CTRL","C9ALS_vs_Control"
"P07437","TUBB",1.08,8.2061649613998e-05,0.896,FALSE,"CTRL","C9ALS_vs_Control"
"Q14151","SAFB2",-1.81,8.54399973571062e-05,0.897,FALSE,"CTRL","C9ALS_vs_Control"
"O75083","WDR1",2,8.51582684056804e-05,0.897,FALSE,"CTRL","C9ALS_vs_Control"
"P48681","NES",0.819,8.73349567460828e-05,0.898,FALSE,"CTRL","C9ALS_vs_Control"
"P78559","MAP1A",-1.75,9.30340221601466e-05,0.901,FALSE,"CTRL","C9ALS_vs_Control"
"P07197","NEFM",0.895,9.4219208233655e-05,0.901,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NYL9","TMOD3",2.81,9.36868903232887e-05,0.901,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H2P0","ADNP",-1.12,9.54348935704139e-05,0.902,FALSE,"CTRL","C9ALS_vs_Control"
"P49916","LIG3",-2.07,9.510802586888e-05,0.902,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NUL3","STAU2",1.1,9.50950176860244e-05,0.902,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NXV6","CDKN2AIP",-1.44,9.92274327807745e-05,0.903,FALSE,"CTRL","C9ALS_vs_Control"
"P62191","PSMC1",1.66,9.76780962372585e-05,0.903,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BZJ0","CRNKL1",1.68,0.000116518896825695,0.909,FALSE,"CTRL","C9ALS_vs_Control"
"O94776","MTA2",-1.17,0.000114583500643133,0.909,FALSE,"CTRL","C9ALS_vs_Control"
"P60660","MYL6",1.6,0.000114120841179176,0.909,FALSE,"CTRL","C9ALS_vs_Control"
"P16989","YBX3",1.25,0.000116179521836686,0.909,FALSE,"CTRL","C9ALS_vs_Control"
"Q14839","CHD4",-1.23,0.000119640103748486,0.91,FALSE,"CTRL","C9ALS_vs_Control"
"P29375","KDM5A",-1.35,0.00012003720936625,0.91,FALSE,"CTRL","C9ALS_vs_Control"
"P25391","LAMA1",-2.09,0.000120703204080127,0.911,FALSE,"CTRL","C9ALS_vs_Control"
"P14923","JUP",-3.81,0.00012975142289994,0.913,FALSE,"CTRL","C9ALS_vs_Control"
"Q13838","DDX39B",1.28,0.000134403781970511,0.914,FALSE,"CTRL","C9ALS_vs_Control"
"O95400","CD2BP2",-1.16,0.000137142004493669,0.915,FALSE,"CTRL","C9ALS_vs_Control"
"P06753","TPM3",0.952,0.000136482681347366,0.915,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NZI8;REV__Q15833","IGF2BP1",1.29,0.000143885416469171,0.916,FALSE,"CTRL","C9ALS_vs_Control"
"P67936;Q2TAC2","TPM4",0.825,0.000144308486981422,0.917,FALSE,"CTRL","C9ALS_vs_Control"
"P26378","ELAVL4",1.93,0.000151746147294254,0.918,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y4Y9","LSM5",1.19,0.000151362525759448,0.918,FALSE,"CTRL","C9ALS_vs_Control"
"P68363","TUBA1B",1.02,0.000157646243548296,0.919,FALSE,"CTRL","C9ALS_vs_Control"
"O94964","SOGA1",1.52,0.000159284420131089,0.92,FALSE,"CTRL","C9ALS_vs_Control"
"Q13185","CBX3",-2.36,0.000166964217098965,0.921,FALSE,"CTRL","C9ALS_vs_Control"
"Q02413;P32926;Q86SJ6","DSG1",-4.38,0.00016901582675529,0.921,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NYF8","BCLAF1",-0.861,0.000174161080075188,0.922,FALSE,"CTRL","C9ALS_vs_Control"
"P09874","PARP1",-4.4,0.000179590282269742,0.923,FALSE,"CTRL","C9ALS_vs_Control"
"Q13509","TUBB3",1.07,0.000183447326959371,0.924,FALSE,"CTRL","C9ALS_vs_Control"
"Q00839","HNRNPU",-0.732,0.000194080558748429,0.925,FALSE,"CTRL","C9ALS_vs_Control"
"P49458","SRP9",1.15,0.000191126404210501,0.925,FALSE,"CTRL","C9ALS_vs_Control"
"P04350","TUBB4A",2.22,0.000194314782984943,0.925,FALSE,"CTRL","C9ALS_vs_Control"
"P07951","TPM2",1.38,0.000201808047446623,0.926,FALSE,"CTRL","C9ALS_vs_Control"
"P07942","LAMB1",-2.02,0.000203770768984851,0.927,FALSE,"CTRL","C9ALS_vs_Control"
"O43172","PRPF4",0.94,0.000205509063265326,0.927,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y6M1","IGF2BP2",1.95,0.00021431367121893,0.928,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BQG0","MYBBP1A",-1.14,0.000214394926181942,0.928,FALSE,"CTRL","C9ALS_vs_Control"
"Q86U42;A6NDY0","PABPN1",2.78,0.000217000096304933,0.928,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UPY3","DICER1",1.08,0.000226828621341463,0.929,FALSE,"CTRL","C9ALS_vs_Control"
"P82979","SARNP",1.04,0.000219415136666103,0.929,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UIG0","BAZ1B",-1.42,0.000231675026138357,0.93,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y281","CFL2",1.7,0.00023417718079437,0.93,FALSE,"CTRL","C9ALS_vs_Control"
"Q9ULV4;Q6QEF8","CORO1C",1.58,0.000236867933964182,0.931,FALSE,"CTRL","C9ALS_vs_Control"
"Q09161","NCBP1",2.28,0.000239978498207412,0.931,FALSE,"CTRL","C9ALS_vs_Control"
"P30153","PPP2R1A",2.21,0.000246302118792356,0.931,FALSE,"CTRL","C9ALS_vs_Control"
"O75934","BCAS2",1.47,0.000256418738995773,0.932,FALSE,"CTRL","C9ALS_vs_Control"
"Q2Q1W2","TRIM71",1.29,0.000266623908053678,0.933,FALSE,"CTRL","C9ALS_vs_Control"
"Q96KM6","ZNF512B",-2.19,0.00027322927906508,0.934,FALSE,"CTRL","C9ALS_vs_Control"
"Q16643","DBN1",1.91,0.00029174939137259,0.935,FALSE,"CTRL","C9ALS_vs_Control"
"Q6UN15","FIP1L1",-1.05,0.000286706962220568,0.935,FALSE,"CTRL","C9ALS_vs_Control"
"P09661","SNRPA1",1.22,0.000289120770835821,0.935,FALSE,"CTRL","C9ALS_vs_Control"
"P42766","RPL35",1.38,0.000304986186585131,0.936,FALSE,"CTRL","C9ALS_vs_Control"
"Q9P2Y4","ZNF219",-1.06,0.000301716980532751,0.936,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IXM2","BAP18",-1.2,0.000318222695154597,0.937,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UMS4","PRPF19",1.36,0.00031816681438693,0.937,FALSE,"CTRL","C9ALS_vs_Control"
"O75151","PHF2",-1.32,0.000328415200855001,0.938,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WUA2","PPIL4",-1.16,0.000328336013520099,0.938,FALSE,"CTRL","C9ALS_vs_Control"
"Q96N64","PWWP2A",-1.48,0.000321617781619411,0.938,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y2W1","THRAP3",-0.917,0.000332572838589562,0.938,FALSE,"CTRL","C9ALS_vs_Control"
"Q96KR1","ZFR",1.23,0.000328637127561978,0.938,FALSE,"CTRL","C9ALS_vs_Control"
"P67809;Q9Y2T7","YBX1",0.902,0.000343483211458099,0.939,FALSE,"CTRL","C9ALS_vs_Control"
"Q9ULX6","AKAP8L",2.22,0.000358012711618874,0.94,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UM54","MYO6",1.49,0.000361741756152588,0.94,FALSE,"CTRL","C9ALS_vs_Control"
"Q13207","TBX2",-2.02,0.000367623323384744,0.94,FALSE,"CTRL","C9ALS_vs_Control"
"Q14562","DHX8",-0.816,0.000375566112732934,0.941,FALSE,"CTRL","C9ALS_vs_Control"
"P27448;Q9P0L2","MARK3",-1.4,0.000389410544170868,0.941,FALSE,"CTRL","C9ALS_vs_Control"
"Q09028","RBBP4",-0.959,0.000384753734692856,0.941,FALSE,"CTRL","C9ALS_vs_Control"
"O43818","RRP9",-1.76,0.000380347755693773,0.941,FALSE,"CTRL","C9ALS_vs_Control"
"Q6ZN17","LIN28B",1.05,0.000407827592485931,0.942,FALSE,"CTRL","C9ALS_vs_Control"
"Q8N1F7","NUP93",0.933,0.000402440588141282,0.942,FALSE,"CTRL","C9ALS_vs_Control"
"Q15424","SAFB",-1.11,0.000403695507218952,0.942,FALSE,"CTRL","C9ALS_vs_Control"
"O43290","SART1",-0.94,0.000409026370943892,0.942,FALSE,"CTRL","C9ALS_vs_Control"
"O43670","ZNF207",1.48,0.000402366697961755,0.942,FALSE,"CTRL","C9ALS_vs_Control"
"Q499Z4;Q99612;Q9BSK1;P52747;O94892;Q9NX65;Q8WXB4","ZNF672",-1.37,0.000406848336910588,0.942,FALSE,"CTRL","C9ALS_vs_Control"
"P68032;P63267;P62736;P68133","ACTC1",1.85,0.000420767467863335,0.943,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IVW6","ARID3B",-1.99,0.000427641873250443,0.943,FALSE,"CTRL","C9ALS_vs_Control"
"Q12830","BPTF",-1.21,0.000422620297700741,0.943,FALSE,"CTRL","C9ALS_vs_Control"
"O94832","MYO1D",1.47,0.000429334195478608,0.943,FALSE,"CTRL","C9ALS_vs_Control"
"P02545","LMNA",-1.5,0.000441856977089881,0.944,FALSE,"CTRL","C9ALS_vs_Control"
"O43513","MED7",-1.41,0.000452272048857514,0.944,FALSE,"CTRL","C9ALS_vs_Control"
"P08237","PFKM",2.24,0.00044128106809719,0.944,FALSE,"CTRL","C9ALS_vs_Control"
"O00425","IGF2BP3",0.987,0.000466759248171562,0.945,FALSE,"CTRL","C9ALS_vs_Control"
"Q5T749","KPRP",-4.18,0.000463011062914641,0.945,FALSE,"CTRL","C9ALS_vs_Control"
"Q96G61;Q8NFP7;A0A024RBG1;Q9NZJ9;O95989","NUDT11",0.949,0.00046946553029769,0.945,FALSE,"CTRL","C9ALS_vs_Control"
"O75569","PRKRA",1.59,0.000465057008799273,0.945,FALSE,"CTRL","C9ALS_vs_Control"
"P48634","PRRC2A",-1.79,0.000462287054514181,0.945,FALSE,"CTRL","C9ALS_vs_Control"
"Q9C0J8","WDR33",-0.823,0.000467148794909304,0.945,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IWU6","SULF1",2.24,0.000508974213634835,0.946,FALSE,"CTRL","C9ALS_vs_Control"
"Q7Z7K6","CENPV",-1.46,0.000517120536867407,0.947,FALSE,"CTRL","C9ALS_vs_Control"
"Q16777;Q6FI13","HIST2H2AC",-1.2,0.00053548426269595,0.947,FALSE,"CTRL","C9ALS_vs_Control"
"P46783;Q9NQ39","RPS10",-0.895,0.000514479393342854,0.947,FALSE,"CTRL","C9ALS_vs_Control"
"Q12962","TAF10",-1.09,0.000520376267166208,0.947,FALSE,"CTRL","C9ALS_vs_Control"
"Q96NC0","ZMAT2",1.39,0.000516527175176079,0.947,FALSE,"CTRL","C9ALS_vs_Control"
"Q96DI7","SNRNP40",0.993,0.000558735813057232,0.948,FALSE,"CTRL","C9ALS_vs_Control"
"P45973","CBX5",-1.36,0.000590097098017535,0.949,FALSE,"CTRL","C9ALS_vs_Control"
"P38919","EIF4A3",0.972,0.000597646192219246,0.949,FALSE,"CTRL","C9ALS_vs_Control"
"P07355;A6NMY6","ANXA2",-4.3,0.000636334319407106,0.95,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WUD4","CCDC12",2.42,0.000620811135413173,0.95,FALSE,"CTRL","C9ALS_vs_Control"
"Q7Z6Z7","HUWE1",1,0.000652633921034975,0.95,FALSE,"CTRL","C9ALS_vs_Control"
"P51991","HNRNPA3",1.51,0.000667039066497809,0.951,FALSE,"CTRL","C9ALS_vs_Control"
"O95983","MBD3",-1.33,0.000681189148389162,0.951,FALSE,"CTRL","C9ALS_vs_Control"
"P61927","RPL37",1.87,0.000661721158724687,0.951,FALSE,"CTRL","C9ALS_vs_Control"
"Q5JTH9","RRP12",-1.24,0.000665787560368913,0.951,FALSE,"CTRL","C9ALS_vs_Control"
"P10599","TXN",-1.34,0.00065709619992247,0.951,FALSE,"CTRL","C9ALS_vs_Control"
"Q06787","FMR1",1.17,0.000741047762603429,0.952,FALSE,"CTRL","C9ALS_vs_Control"
"P50148;Q14344;Q03113","GNAQ",1.52,0.000716520095581962,0.952,FALSE,"CTRL","C9ALS_vs_Control"
"Q14739","LBR",-0.916,0.000730016494363962,0.952,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y3I0","RTCB",-1.14,0.000737194113205895,0.952,FALSE,"CTRL","C9ALS_vs_Control"
"P22314","UBA1",0.86,0.000748046796201465,0.952,FALSE,"CTRL","C9ALS_vs_Control"
"P35659","DEK",-1.61,0.000787744394789578,0.953,FALSE,"CTRL","C9ALS_vs_Control"
"P62310","LSM3",1,0.000772151606112409,0.953,FALSE,"CTRL","C9ALS_vs_Control"
"P78316","NOP14",-1.86,0.000756844122372598,0.953,FALSE,"CTRL","C9ALS_vs_Control"
"O00151","PDLIM1",1.26,0.000798403594168043,0.953,FALSE,"CTRL","C9ALS_vs_Control"
"Q15428","SF3A2",1.16,0.000792389747867892,0.953,FALSE,"CTRL","C9ALS_vs_Control"
"Q5VWG9","TAF3",-1.02,0.000781506765211527,0.953,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H1E3","NUCKS1",-3.28,0.000846773318107293,0.954,FALSE,"CTRL","C9ALS_vs_Control"
"O43242","PSMD3",1.49,0.000831658817785026,0.954,FALSE,"CTRL","C9ALS_vs_Control"
"Q96E39","RBMXL1",-0.972,0.000846512256171535,0.954,FALSE,"CTRL","C9ALS_vs_Control"
"P84098","RPL19",0.893,0.00081186927643851,0.954,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y2W2","WBP11",0.756,0.000805425372092005,0.954,FALSE,"CTRL","C9ALS_vs_Control"
"P41223","BUD31",1.4,0.000918729225427986,0.955,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NXE8","CWC25",0.861,0.000929061809573664,0.955,FALSE,"CTRL","C9ALS_vs_Control"
"Q99729","HNRNPAB",2.34,0.000917116531812621,0.955,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H9Z2","LIN28A",0.817,0.000896537852544648,0.955,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y333","LSM2",1,0.000884423705043299,0.955,FALSE,"CTRL","C9ALS_vs_Control"
"P54577","YARS",1.25,0.000876257061334438,0.955,FALSE,"CTRL","C9ALS_vs_Control"
"Q6UB99","ANKRD11",-0.799,0.000987160327695845,0.956,FALSE,"CTRL","C9ALS_vs_Control"
"Q96JM3","CHAMP1",-1.16,0.000965657102196119,0.956,FALSE,"CTRL","C9ALS_vs_Control"
"P47756","CAPZB",2.83,0.00104900628592287,0.957,FALSE,"CTRL","C9ALS_vs_Control"
"Q96G25","MED8",-1.25,0.00108326523690652,0.957,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WTT2","NOC3L",-1.02,0.00106708710455064,0.957,FALSE,"CTRL","C9ALS_vs_Control"
"P43487","RANBP1",1.54,0.00106353532603065,0.957,FALSE,"CTRL","C9ALS_vs_Control"
"Q6PCB5","RSBN1L",-0.683,0.00104609851347413,0.957,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UJV9","DDX41",1.5,0.0011225683300264,0.958,FALSE,"CTRL","C9ALS_vs_Control"
"O75367","H2AFY",-2.91,0.00117858788996885,0.958,FALSE,"CTRL","C9ALS_vs_Control"
"O00566","MPHOSPH10",-1.26,0.00112139200457178,0.958,FALSE,"CTRL","C9ALS_vs_Control"
"Q86W42","THOC6",0.649,0.001136886984042,0.958,FALSE,"CTRL","C9ALS_vs_Control"
"O60244","MED14",-1.08,0.00123327177130109,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NVC6","MED17",-1.76,0.00120744562541516,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"Q6WCQ1","MPRIP",0.756,0.00124107369093432,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"Q86UE4","MTDH",-1.89,0.00119060358163947,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"P49207","RPL34",0.64,0.00125800175560876,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"P83881","RPL36A",1.04,0.00128671724240771,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"O94875","SORBS2",2.21,0.00118892148210076,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"P12956","XRCC6",-0.879,0.00124487107521366,0.959,FALSE,"CTRL","C9ALS_vs_Control"
"P59780","AP3S2",-0.902,0.00132616727914467,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NWB6","ARGLU1",1.4,0.00129690702432069,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"Q14204","DYNC1H1",0.769,0.0013452510726195,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"Q9P0M6","H2AFY2",-1.88,0.00130754508136164,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y4L1","HYOU1",-0.742,0.00139471119963594,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"P33176","KIF5B",1.88,0.00135475036181562,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"Q96A72","MAGOHB",1.01,0.00129104935824822,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"P53999","SUB1",-0.899,0.00136502213557935,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"Q16594","TAF9",-1.21,0.00131909659252506,0.96,FALSE,"CTRL","C9ALS_vs_Control"
"Q8NE71","ABCF1",-1.09,0.00147909176689951,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"P39687;O95626;O43423","ANP32A",-2.42,0.0014415950361805,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"Q53F19","C17orf85",0.877,0.00148452491267095,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y4Z0","LSM4",0.898,0.00146606773599084,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"P05976;P08590","MYL1",3.42,0.00142465677736813,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BWJ5","SF3B5",0.887,0.00153853776242125,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"O76094","SRP72",-2.27,0.00144943334588913,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"O00268;Q92750","TAF4",-0.736,0.00153082976012581,0.961,FALSE,"CTRL","C9ALS_vs_Control"
"O00468","AGRN",-1.76,0.00167866725844398,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"P20020;Q01814;Q16720","ATP2B1",2.07,0.00162694237676019,0.962,FALSE,"CTRL","C9ALS_vs_Control"
