ENTREZID	SYMBOL
3324	HSP90AA2P
2387	FRA3D
5717	PSMD11
22973	LAMB2P1
9589	WTAP
5866	RAB3IL1
8636	SSNA1
1820	ARID3A
8425	LTBP4
6777	STAT5B
11269	DDX19B
2997	GYS1
2001	ELF5
9774	BCLAF1
9424	KCNK6
2021	ENDOG
313	AOAH
25816	TNFAIP8
1146	CHRNG
8551	INE2
8372	HYAL3
408	ARRB1
3304	HSPA1B
1796	DOK1
23248	RPRD2
10850	CCL27
9859	CEP170
23556	PIGN
37	ACADVL
2587	GALR1
1093	CEACAMP4
3306	HSPA2
1071	CETP
3672	ITGA1
8528	DDO
2745	GLRX
10273	STUB1
3938	LCT
6169	RPL38
22803	XRN2
3226	HOXC10
3115	HLA-DPB1
9584	RBM39
9986	RCE1
8209	GATD3
11078	TRIOBP
10950	BTG3
894	CCND2
3978	LIG1
5567	PRKACB
892	CCNC
6098	ROS1
9941	EXOG
8347	H2BC4
23585	TMEM50A
23194	FBXL7
761	CA3
292	SLC25A5
9855	FARP2
7247	TSN
3959	LGALS3BP
1676	DFFA
4736	RPL10A
9741	LAPTM4A
11072	DUSP14
2322	FLT3
7431	VIM
23783	ANKRD62P1-PARP4P3
3312	HSPA8
10788	IQGAP2
10479	SLC9A6
8559	PRPF18
10492	SYNCRIP
6351	CCL4
6885	MAP3K7
7116	TMSB4XP2
5338	PLD2
10740	RFPL1S
6246	RRM2P4
5108	PCM1
24140	FTSJ1
7015	TERT
3958	LGALS3
7450	VWF
2848	GPR25
2922	GRP
5930	RBBP6
4925	NUCB2
5784	PTPN14
948	CD36
10381	TUBB3
3936	LCP1
23208	SYT11
2875	GPT
10907	TXNL4A
3009	H1-5
6229	RPS24
3755	KCNG1
7523	XS
2872	MKNK2
3566	IL4R
10253	SPRY2
5817	PVR
80	ACTG1P8
22990	PCNX1
10025	MED16
2933	GSM1
6129	RPL7
9546	APBA3
3502	IGHG3
9871	SEC24D
10248	POP7
1949	EFNB3
3550	IK
3673	ITGA2
3886	KRT35
3118	HLA-DQA2
53	ACP2
5328	PLAU
2108	ETFA
7792	CCV
9829	DNAJC6
7414	VCL
5539	PPY
3766	KCNJ10
10626	TRIM16
7862	BRPF1
460	ASTN1
8099	CDK2AP1
9931	HELZ
4888	NPY6R
8663	EIF3C
3689	ITGB2
2200	FBN1
6430	SRSF5
10279	PRSS16
3237	HOXD11
10493	VAT1
5396	PRRX1
874	CBR3
5718	PSMD12
5997	RGS2
7448	VTN
6938	TCF12
3496	IGHDOR15@
5735	PTGER4P1
424	ARVD3
7918	GPANK1
2889	RAPGEF1
3523	IGKV3OR2-268
351	APP
8756	ADAM7
8682	PEA15
4665	NAB2
1455	CSNK1G2
9933	PUM3
1407	CRY1
2813	GP2
5890	RAD51B
11049	NUS1P3
6693	SPN
2584	GALK1
908	CCT6A
10284	SAP18
1888	EBVS1
10216	PRG4
10644	IGF2BP2
9848	MFAP3L
2079	ERH
10149	ADGRG2
5351	PLOD1
10804	GJB6
11062	DUS4L
11160	ERLIN2
5858	PZP
152	ADRA2C
6750	SST
6791	AURKAP1
998	CDC42
1014	CDH16
10127	ZNF263
7236	TRT-TGT6-1
10746	MAP3K2
4193	MDM2
6375	XCL1
5088	PBX2P1
6283	S100A12
1087	CEACAM7
11126	CD160
3546	IGLV@
6387	CXCL12
23607	CD2AP
9655	SOCS5
7869	SEMA3B
165	AEBP1
8607	RUVBL1
202	CRYBG1
22824	HSPA4L
3136	HLA-H
7006	TEC
7984	ARHGEF5
7692	ZNF133
1192	CLIC1
5486	PPIAP14
8568	RRP1
2794	GNL1
11041	B4GAT1
10487	CAP1
2733	GLE1
10135	NAMPT
8532	CPZ
8944	SNORD73A
9970	NR1I3
4352	MPL
833	CARS1
3833	KIFC1
2305	FOXM1
3737	KCNA2
5291	PIK3CB
1174	AP1S1
10064	VDAC1P2
10337	H4C10P
7561	ZNF14
2538	G6PC1
125	ADH1B
6114	RP22
5761	PTMAP4
1296	COL8A2
5977	DPF2
11182	SLC2A6
2152	F3
8836	GGH
10327	AKR1A1
2357	FPR1
9524	TECR
641	BLM
2724	GLC1D
7252	TSHB
1263	PLK3
7206	TRK-TTT3-5
8365	H4C8
3149	HMGB3
7555	CNBP
5873	RAB27A
4286	MITF
6519	SLC3A1
10018	BCL2L11
4897	NRCAM
4566	TRNK
4034	LRCH4
11236	RNF139
22844	FRMPD1
6414	SELENOP
1259	CNGA1
23405	DICER1
4477	MSMB
8125	ANP32A
545	ATR
8801	SUCLG2
8334	H2AC6
3272	HRES1
8466	ST11
9343	EFTUD2
9583	ENTPD4
9805	SCRN1
9122	SLC16A4
1500	CTNND1
8785	MATN4
3111	HLA-DOA
5447	POR
5907	RAP1AP
2260	FGFR1
3035	HARS1
43	ACHE
8512	MBL1P
9978	RBX1
4664	NAB1
3742	KCNA6
6049	RNF6
6533	SLC6A6
9514	GAL3ST1
22820	COPG1
23215	PRRC2C
1775	DNASE1L2
5731	PTGER1
22983	MAST1
10566	AKAP3
9766	SUSD6
6658	SOX3
6338	SCNN1B
357	SHROOM2
1856	DVL2
1053	CEBPE
3191	HNRNPL
4036	LRP2
23457	ABCB9
10813	UTP14A
1647	GADD45A
1088	CEACAM8
9791	PTDSS1
9313	MMP20
684	BST2
8564	KMO
25823	TPSG1
6759	SSX4
397	ARHGDIB
4982	TNFRSF11B
10724	OGA
263	AMD1P2
9349	RPL23
7152	TOP1P2
7399	USH2A
763	CA5A
8539	API5
7511	XPNPEP1
5520	PPP2R2A
1058	CENPA
5239	PGM5
7514	XPO1
654	BMP6
9254	CACNA2D2
11267	SNF8
1097	CEACAMP9
403	ARL3
2767	GNA11
262	AMD1
1022	CDK7
323	APBB2
3192	HNRNPU
9684	LRRC14
3158	HMGCS2
6902	TBCA
10956	OS9
840	CASP7
599	BCL2L2
1942	EFNA1
4703	NEB
9559	VPS26A
676	BRDT
2317	FLNB
2620	GAS2
6227	RPS21
10849	POLR1G
4882	NPR2
5414	SEPTIN4
1947	EFNB1
10542	LAMTOR5
9266	CYTH2
4569	TRNM
3350	HTR1A
11036	GTF2A1L
1997	ELF1
4502	MT2A
1583	CYP11A1
666	BOK
360	AQP3
4913	NTHL1
1083	CGF1
5076	PAX2
2665	GDI2
3995	FADS3
25824	PRDX5
3786	KCNQ3
23225	NUP210
7163	TPD52
10083	USH1C
2284	FKBP1AP3
10823	OR7E10P
3159	HMGA1
10778	ZNF271P
23768	FLRT2
10254	STAM2
5004	ORM1
9119	KRT75
2113	ETS1
5545	PRB4
716	C1S
3818	KLKB1
9528	TMEM59
7350	UCP1
7954	HBFQTL2
3726	JUNB
6824	ETF1P1
1795	DOCK3
5523	PPP2R3A
6690	SPINK1
59	ACTA2
11060	WWP2
5795	PTPRJ
10904	BLCAP
7259	TSPYL1
2296	FOXC1
2361	FRA1B
82	ACTG1P9
7849	PAX8
4853	NOTCH2
9465	AKAP7
9625	AATK
9729	KIAA0408
10837	NPM1P10
5587	PRKD1
444	ASPH
8749	ADAM18
8228	PNPLA4
6405	SEMA3F
3300	DNAJB2
8725	URI1
830	CAPZA2
3437	IFIT3
25803	SPDEF
7220	TRPC1
5378	PMS1
6633	SNRPD2
9793	CKAP5
5583	PRKCH
6473	SHOX
6392	SDHD
5837	PYGM
4156	MBS1
2241	FER
5173	PDYN
4354	MPP1
4358	MPV17
3361	HTR5A
2535	FZD2
1349	COX7B
7326	UBE2G1
3989	LIPB
5464	PPA1
5627	PROS1
373	TRIM23
5768	QSOX1
4632	MYL1
5329	PLAUR
9858	PPP1R26
10631	POSTN
7042	TGFB2
5346	PLIN1
7381	UQCRB
4625	MYH7
10048	RANBP9
280	AMY2B
917	CD3G
5138	PDE2A
10636	RGS14
7776	ZNF236
10300	KATNB1
7767	ZNF224
8499	PPFIA2
3131	HLF
5676	PSG7
5538	PPT1
6760	SS18
2454	FRA13B
10019	SH2B3
1568	CYP2D8P
4217	MAP3K5
927	CD8B2
372	ARCN1
9047	SH2D2A
24142	NAA80
9277	WDR46
7365	UGT2B10
241	ALOX5AP
25842	ASF1A
2860	GPR36
8455	ATRN
23566	LPAR3
5252	PHF1
8406	SRPX
6188	RPS3
25828	TXN2
6712	SPTBN2
5805	PTS
1678	TIMM8A
9267	CYTH1
1305	COL13A1
8357	H3C10
4762	NEUROG1
3002	GZMB
7378	UPP1
10289	EIF1B
2710	GK
23205	ACSBG1
6194	RPS6
3382	ICA1
6284	S100A13
3681	ITGAD
9389	SLC22A14
10599	SLCO1B1
6400	SEL1L
4710	NDUFB4
5425	POLD2
2420	FRDA2
6477	SIAH1
3407	IDDM8
1594	CYP27B1
4317	MMP8
8629	JRK
9064	MAP3K6
1776	DNASE1L3
10589	DRAP1
7756	ZNF207
9455	HOMER2
2364	FRA1E
9469	CHST3
660	BMX
3696	ITGB8
6158	RPL28
9422	ZNF264
380	ARF4P1
3126	HLA-DRB4
9896	FIG4
55	ACP3
4144	MAT2A
2967	GTF2H3
5192	PEX10
10924	SMPDL3A
9640	ZNF592
10717	AP4B1
2130	EWSR1
5282	PIGFP1
5395	PMS2
5355	PLP2
187	APLNR
2876	GPX1
6889	TALDO1P1
10762	NUP50
10111	RAD50
1457	CSNK2A1
7420	VDI
3456	IFNB1
6088	RNY4P2
8550	MAPKAPK5
23332	CLASP1
9702	CEP57
1482	NKX2-5
4827	NM
434	ASIP
7157	TP53
2952	GSTT1
10208	USPL1
7077	TIMP2
5706	PSMC6
6726	SRP9
8163	CDR3
10875	FGL2
4864	NPC1
3283	HSD3B1
4209	MEF2D
5672	PSG4
285	ANGPT2
9847	C2CD5
2597	GAPDH
1287	COL4A5
1587	ADAM3A
490	ATP2B1
1326	MAP3K8
1101	CHAD
10591	DNPH1
5289	PIK3C3
4586	MUC5AC
8875	VNN2
4602	MYB
745	MYRF
10933	MORF4L1
10150	MBNL2
2356	FPGS
23075	SWAP70
8795	TNFRSF10B
22969	RPL41P3
8871	SYNJ2
6908	TBP
3187	HNRNPH1
10007	GNPDA1
7141	TNP1
9170	LPAR2
10521	DDX17
2316	FLNA
5810	RAD1
1234	CCR5
9577	BABAM2
590	BCHE
520	ATP5MC2P1
1418	CRYGA
2869	GRK5
8363	H4C11
2803	GOLGA4
7240	TRV-CAC1-2
4775	NFATC3
142	PARP1
1288	COL4A6
3768	KCNJ12
10658	CELF1
7216	TRO
4807	NHLH1
541	ALDH7A1P1
2233	FEB1
1030	CDKN2B
10809	STARD10
23269	MGA
9736	USP34
9912	ARHGAP44
7952	TNDM
7230	TRR-TCT2-1
7442	TRPV1
8683	SRSF9
9130	FAM50A
11212	PLPBP
8394	PIP5K1A
2541	G6PR
3835	KIF22
9771	RAPGEF5
3856	KRT8
6000	RGS7
10587	TXNRD2
411	ARSB
7857	SCG2
9966	TNFSF15
8841	HDAC3
2903	GRIN2A
1725	DHPS
2697	GJA1
5146	PDE6C
2381	FRA2I
5574	PRKAR1AP1
7221	TRPC2
835	CASP2
491	ATP2B2
10588	MTHFS
8844	KSR1
24149	ZNF318
9447	AIM2
23053	ZSWIM8
2679	GGT3P
9301	SNORD27
9235	IL32
3547	IGSF1
3384	ICAM2
2295	FOXF2
9695	EDEM1
23351	KHNYN
3431	SP110
127	ADH4
10255	HCG9
4760	NEUROD1
10490	VTI1B
5036	PA2G4
2342	FNTB
10801	SEPTIN9
9228	DLGAP2
7227	TRPS1
3671	ISLR
4947	OAZ2
1043	CD52
7911	SM1
5293	PIK3CD
3364	HUS1
6574	SLC20A1
2701	GJA4
3227	HOXC11
276	AMY1A
2615	LRRC32
2494	NR5A2
8618	CADPS
9643	MORF4L2
3123	HLA-DRB1
124	ADH1A
9801	MRPL19
6328	SCN3A
8976	WASL
6729	SRP54
5797	PTPRM
2976	GTF3C2
7023	TFAP4
11044	TENT4A
6627	SNRPA1
3001	GZMA
10580	SORBS1
9810	RNF40
11262	SP140
23355	VPS8
1823	DSC1
4828	NMB
3385	ICAM3
3667	IRS1
10945	KDELR1
9100	USP10
8647	ABCB11
6575	SLC20A2
8224	SYN3
1903	S1PR3
7536	SF1
9807	IP6K1
9473	THEMIS2
4179	CD46
937	CD24P3
3124	HLA-DRB2
23354	HAUS5
23160	WDR43
4751	NEK2
3251	HPRT1
3697	ITIH1
2004	ELK3
9728	SECISBP2L
1497	CTNS
1120	CHKB
8900	CCNA1
2228	FDPSP4
7444	VRK2
23632	CA14
3195	TLX1
6069	RNU4-7P
11037	STON1
6822	SULT2A1
3212	HOXB2
3360	HTR4
8355	H3C8
23416	KCNH3
8798	DYRK4
5684	PSMA3
4397	MS
6361	CCL17
6982	TRGV8
6444	SGCD
10913	EDAR
2672	GFI1
10538	BATF
3539	IGLC3
8822	FGF17
8356	H3C12
1999	ELF3
4359	MPZ
5657	PRTN3
2995	GYPC
319	APOF
23623	RUSC1
8387	OR1E1
9095	TBX19
2033	EP300
3460	IFNGR2
1134	CHRNA1
1562	CYP2C18
7965	AIMP2
10392	NOD1
4951	OCM2
16	AARS1
9026	HIP1R
607	BCL9
11026	LILRA3
4705	NDUFA10
8128	ST8SIA2
10615	SPAG5
2595	GANC
6432	SRSF7
5641	LGMN
7477	WNT7B
912	CD1D
8793	TNFRSF10D
11000	SLC27A3
7207	TRL-AAG2-3
23608	MKRN1
3356	HTR2A
5739	PTGIR
5680	PSG11
784	CACNB3
6505	SLC1A1
7064	THOP1
1629	DBT
2743	GLRB
2435	FRA10E
3186	RBMXP1
3538	IGLC2
1957	EGI
7618	ZNF726P1
6677	SPAM1
952	CD38
4886	NPY1R
7424	VEGFC
23266	ADGRL2
5733	PTGER3
1514	CTSL
4083	MARCKSP1
8320	EOMES
1906	EDN1
2854	GPR32
23410	SIRT3
2817	GPC1
5759	PTMAP2
4922	NTS
275	AMT
5783	PTPN13
7374	UNG
6087	RNY4P1
23195	MDN1
6344	SCTR
8744	TNFSF9
7096	TLR1
10575	CCT4
6090	RNY5
4054	LTBP3
5786	PTPRA
1310	COL19A1
8690	JRKL
5916	RARG
843	CASP10
23643	LY96
6898	TAT
8368	H4C13
11064	CNTRL
4638	MYLK
8243	SMC1A
9972	NUP153
23236	PLCB1
10842	PPP1R17
10748	KLRA1P
3670	ISL1
4102	MAGEA3
8045	RASSF7
4579	TRNY
10382	TUBB4A
9246	UBE2L6
5599	MAPK8
3879	KRT18P1
10105	PPIF
4338	MOCS2
3244	HPE1
1072	CFL1
11226	GALNT6
5105	PCK1
4485	MST1
5716	PSMD10
554	AVPR2
22909	FAN1
8800	PEX11A
10881	ACTL7A
7095	SEC62
22980	TCF25
9043	SPAG9
3516	RBPJ
5442	POLRMT
7189	TRAF6
2974	GUCY1B2
10567	RABAC1
8917	HERC2P1
9101	USP8
5012	OTSC1
2027	ENO3
5223	PGAM1
8996	NOL3
1994	ELAVL1
4013	VWA5A
5918	RARRES1
6448	SGSH
3420	IDH3B
1983	EIF5
825	CAPN3
9837	GINS1
9400	RECQL5
23212	RRS1
4201	MEA1
10943	MSL3
1355	COX15
9628	RGS6
5626	PROP1
9710	GARRE1
5116	PCNT
1915	EEF1A1
23020	SNRNP200
5331	PLCB3
7177	TPSAB1
10782	ZNF274
453	ASS1P8
8754	ADAM9
2613	GAPDHP71
10817	FRS3
22800	RRAS2
9666	DZIP3
1086	CEACAMP11
7047	TGM4
8880	FUBP1
4856	CCN3
3611	ILK
2020	EN2
10283	CWC27
4081	MAB21L1
2516	NR5A1
3284	HSD3B2
1758	DMP1
5498	PPOX
24141	LAMP5
25849	PARM1
5726	TAS2R38
6647	SOD1
2658	GDF2
22796	COG2
6156	RPL30
9747	TCAF1
10055	SAE1
3484	IGFBP1
199	AIF1
720	C4A
10368	CACNG3
4582	MUC1
2057	EPOR
4250	SCGB2A2
9958	USP15
2442	FRA11E
23223	RRP12
7373	COL14A1
10376	TUBA1B
9464	HAND2
8498	RANBP3
5970	RELA
4813	NIDDM2
900	CCNG1
9297	SNORD29
7926	IGLP2
3232	HOXD3
9784	SNX17
8973	CHRNA6
5624	PROC
8911	CACNA1I
4624	MYH6
10827	FAM114A2
6666	SOX12
5441	POLR2L
4730	NDUFV2P1
5301	PIN1P1
1277	COL1A1
2907	GRINA
23357	ANGEL1
8242	KDM5C
4523	MTHFD1P1
8507	ENC1
920	CD4
5880	RAC2
2101	ESRRA
1958	EGR1
2479	FRAXC
10537	UBD
6421	SFPQ
5352	PLOD2
4280	MICE
7570	ZNF22
7195	TRG-CCC1-1
6671	SP4
11191	PTENP1
1436	CSF1R
5881	RAC3
3641	INSL4
11275	KLHL2
1108	CHD4
4509	ATP8
9061	PAPSS1
4610	MYCL
4060	LUM
765	CA6
11344	TWF2
4575	TRNS2
11168	PSIP1
23645	PPP1R15A
5629	PROX1
2055	CLN8
314	AOC2
7556	ZNF10
2256	FGF11
2643	GCH1
7080	NKX2-1
6640	SNTA1
7188	TRAF5
283	ANG
6471	SHMT1P1
6966	TRGC1
22852	ANKRD26
6470	SHMT1
23086	EXPH5
11100	HNRNPUL1
3718	JAK3
23749	YME1L1P1
11309	SLCO2B1
2898	GRIK2
1269	CNR2
10313	RTN3
4608	MYBPH
2824	GPM6B
7661	ZNF90P1
1295	COL8A1
23011	RAB21
277	AMY1B
7617	ZNF66
8329	H2AC13
3171	FOXA3
11081	KERA
1576	CYP3A4
9	NAT1
7237	TRT-TGT3-1
10914	PAPOLA
6737	TRIM21
9860	LRIG2
23646	PLD3
11200	CHEK2
8714	ABCC3
132	ADK
7873	MANF
5406	PNLIP
3175	ONECUT1
9526	MPDU1
4659	PPP1R12A
6133	RPL9
9448	MAP4K4
9783	RIMS3
1734	DIO2
23545	ATP6V0A2
7745	ZKSCAN8
9063	PIAS2
25837	RAB26
770	CA11
23207	PLEKHM2
25758	KIAA1549L
5591	PRKDC
5825	ABCD3
9918	NCAPD2
2297	FOXD1
9745	ZNF536
1084	CEACAM3
6416	MAP2K4
6484	ST3GAL4
7986	GPDS1
5203	PFDN4
383	ARG1
9826	ARHGEF11
2901	GRIK5
4826	NNAT
10793	ZNF273
8815	BANF1
6395	SEA
3758	KCNJ1
8369	H4C7
23609	MKRN2
5372	PMM1
8812	CCNK
1185	CLCN6
5864	RAB3A
1990	CELA1
3851	KRT4
23754	RPL32P5
22976	PAXIP1
5989	RFX1
2391	FRA4D
2863	GPR39
10016	PDCD6
25855	BRMS1
7531	YWHAE
6976	TRGV3
9592	IER2
10131	TRAP1
3799	KIF5B
2131	EXT1
5394	EXOSC10
6694	SPP2
9669	EIF5B
9853	RUSC2
7223	TRPC4
9652	SKIC3
2590	GALNT2
11279	KLF8
8776	MTMR1
25805	BAMBI
10233	LRRC23
535	ATP6V0A1
7332	UBE2L3
10075	HUWE1
8464	SUPT3H
10260	DENND4A
23667	UBBP3
9495	AKAP5
2529	FUT7
3544	IGLL2P
10797	MTHFD2
6896	TARBP2P1
8970	H2BC11
10856	RUVBL2
9650	MTFR1
1478	CSTF2
2508	FTH1P16
6632	SNRPD1
5965	RECQL
1518	CTSLP8
4993	OR2C1
3489	IGFBP6
23574	PRG1
3482	IGF2R
8622	PDE8B
7704	ZBTB16
2239	GPC4
9501	RPH3AL
10802	SEC24A
7107	GPR137B
7184	HSP90B1
1535	CYBA
9210	BMP15
2968	GTF2H4
6318	SERPINB4
1543	CYP1A1
7764	ZNF217
3197	HOXA@
23062	GGA2
74	ACTG1P2
9022	CLIC3
8823	FGF16
6670	SP3
141	ADPRH
40	ASIC2
9390	SLC22A13
25770	C22orf31
6300	MAPK12
5457	POU4F1
8168	TW
442	ASNSP2
8038	ADAM12
7187	TRAF3
4312	MMP1
25851	TECPR1
2687	GGT5
6941	TCF19
4122	MAN2A2
2866	GPR42
9869	SETDB1
547	KIF1A
10047	CST8
9245	GCNT3
7021	TFAP2B
1913	EEC1
8129	HBHR
8820	HESX1
2975	GTF3C1
10103	TSPAN1
10902	BRD8
8078	USP5
23594	ORC6
9604	RNF14
11186	RASSF1
7112	TMPO
11170	FAM107A
834	CASP1
5729	PTGDR
10815	CPLX1
8932	MBD2
5664	PSEN2
3363	HTR7
3914	LAMB3
1260	CNGA2
2989	GULOP
10089	KCNK7
4601	MXI1
11178	LZTS1
9288	TAAR3P
4636	MYL5
2703	GJA8
6249	CLIP1
9618	TRAF4
3498	IGHEP1
2515	ADAM2
7644	ZNF91
4978	OPCML
1638	DCT
10305	MMDK
23224	SYNE2
3034	HAL
6157	RPL27A
6038	RNASE4
4790	NFKB1
23785	ABCD1P1
6132	RPL8
11007	CCDC85B
9905	SGSM2
7706	TRIM25
7357	UGCG
8985	PLOD3
3849	KRT2
10101	NUBP2
3291	HSD11B2
6207	RPS13
23569	PADI4
4049	LTA
8861	LDB1
9373	PLAA
5134	PDCD2
4256	MGP
9238	TBRG4
10829	NPM1P18
1137	CHRNA4
2217	FCGRT
2232	FDXR
475	ATOX1
5638	PRRG1
8710	SERPINB7
8074	FGF23
1348	COX7A2P2
3932	LCK
4552	MTRR
3305	HSPA1L
8692	HYAL2
5365	PLXNB3
1690	COCH
2478	FRAXB
1677	DFFB
161	AP2A2
5295	PIK3R1
5407	PNLIPRP1
9615	GDA
3588	IL10RB
11132	CAPN10
5340	PLG
580	BARD1
10086	HHLA1
3216	HOXB6
9472	AKAP6
6008	RHEBP1
4090	SMAD5
51	ACOX1
9590	AKAP12
7473	WNT3
5279	PIGC
23564	DDAH2
11255	HRH3
5151	PDE8A
10630	PDPN
5897	RAG2
7892	FECB
2622	GAS8
8651	SOCS1
10	NAT2
9962	SLC23A2
5931	RBBP7
7577	ZNF29P
175	AGA
5058	PAK1
146	ADRA1D
2201	FBN2
5617	PRL
7752	ZNF200
7802	DNALI1
22906	TRAK1
6356	CCL11
230	ALDOC
8028	MLLT10
6455	SH3GL1
344	APOC2
6498	SKIL
4314	MMP3
2890	GRIA1
8315	BRAP
5720	PSME1
23048	FNBP1
1616	DAXX
47	ACLY
8601	RGS20
2166	FAAH
5526	PPP2R5B
4112	MAGEB1
6039	RNASE6
1136	CHRNA3
23648	SSBP3
11201	POLI
2069	EREG
185	AGTR1
1416	CRYBB2P1
23	ABCF1
7461	CLIP2
4763	NF1
5287	PIK3C2B
2235	FECH
5310	PKD1
147	ADRA1B
22911	WDR47
6921	ELOC
10726	NUDC
1112	FOXN3
6845	VAMP7
4070	TACSTD2
3977	LIFR
1890	TYMP
9792	SERTAD2
5359	PLSCR1
1147	CHUK
6676	SPAG4
7579	ZSCAN20
5620	PRM2
9075	CLDN2
11227	GALNT5
2999	GZMH
3780	KCNN1
539	ATP5PO
3423	IDS
6749	SSRP1
7693	ZNF134
3675	ITGA3
8502	PKP4
4726	NDUFS6
4149	MAX
2520	GAST
7314	UBB
3403	IDDM4
1456	CSNK1G3
23788	MTCH2
1617	DAZ1
5984	RFC4
8705	B3GALT4
10144	FAM13A
2365	FRA1F
1659	DHX8
8837	CFLAR
3810	KIR2DS5
4514	COX3
2984	GUCY2C
3487	IGFBP4
6855	SYP
23380	SRGAP2
5144	PDE4D
6441	SFTPD
10309	CCNO
3876	KRT18P11
1834	DSPP
9016	SLC25A14
4537	ND3
11211	FZD10
7567	ZNF19
1143	CHRNB4
9070	ASH2L
4898	NRDC
3577	CXCR1
2716	GK4P
5462	POU5F1B
3161	HMMR
5074	PAWR
11054	OGFR
10789	NUDCP2
25789	TMEM59L
3225	HOXC9
5150	PDE7A
8588	OR7E15P
4741	NEFM
1589	CYP21A2
156	GRK2
25774	GSTT4
4076	CAPRIN1
22894	DIS3
10107	TRIM10
652	BMP4
5300	PIN1
5585	PKN1
4671	NAIP
7789	ZXDA
1265	CNN2
831	CAST
1767	DNAH5
4363	ABCC1
2941	GSTA4
4937	OAP
8111	GPR68
10229	COQ7
9610	RIN1
3501	IGHG2
6696	SPP1
7712	ZNF157
6970	TRGJP
11340	EXOSC8
11001	SLC27A2
3097	HIVEP2
3155	HMGCL
4548	MTR
2114	ETS2
8818	DPM2
1111	CHEK1
7063	THM
1017	CDK2
10845	CLPX
9289	ADGRG1
8741	TNFSF13
11158	RABL2B
4176	MCM7
7480	WNT10B
8771	TNFRSF6B
10608	MXD4
2647	BLOC1S1
2469	FRA19A
6326	SCN2A
2447	FRA11I
23576	DDAH1
2855	GPR32P1
5280	PIGCP1
4234	METTL1
6418	SET
7258	TSPY1
6888	TALDO1
1066	CES1
7110	TMF1
2857	GPR34
6546	SLC8A1
7161	TP73
9739	SETD1A
21	ABCA3
10811	NOXA1
23070	CMTR1
3548	IHG1
1828	DSG1
2670	GFAP
2354	FOSB
6295	SAG
481	ATP1B1
5980	REV3L
8862	APLN
23049	SMG1
1082	CGB3
5205	ATP8B1
10365	KLF2
4991	OR1D2
8269	TMEM187
2434	FRA10D
9293	GPR52
203	AK1
22895	RPH3A
11285	B4GALT7
11	NATP
7455	ZAN
6506	SLC1A2
1381	CRABP1
167	CRISP1
8805	TRIM24
10553	HTATIP2
1884	EBR3
4563	TRNG
7386	UQCRFS1
8165	AKAP1
2032	ENUR2
258	AMBN
9878	TOX4
2475	MTOR
10871	CD300C
2068	ERCC2
9779	TBC1D5
1103	CHAT
5770	PTPN1
8066	ANC
88	ACTN2
22809	ATF5
3963	LGALS7
3004	GZMM
4350	MPG
2570	GABRR2
2642	GCGR
2253	FGF8
1215	CMA1
4927	NUP88
6582	SLC22A2
7761	ZNF214
10595	ERN2
8929	PHOX2B
7012	TERC
7204	TRIO
6036	RNASE2
10219	KLRG1
7845	PAFAH1B1P1
3150	HMGN1
9287	TAAR2
4384	MRX20
2630	GBA1LP
11047	ADRM1
2846	LPAR4
3923	RPSAP13
8634	RTCA
2841	GPR18
4099	MAG
4916	NTRK3
4224	MEP1A
268	AMH
6984	TRGV10
11334	TUSC2
694	BTG1
7201	TRHR
7581	ZNF33A
5188	GATB
1911	PHC1
7535	ZAP70
177	AGER
3702	ITK
23133	PHF8
210	ALAD
1986	EIF5AP2
5581	PRKCE
1912	PHC2
3041	HBAP1
2797	GNRH2
552	AVPR1A
4940	OAS3
8342	H2BC14
343	AQP8
2789	GNG5P1
8013	NR4A3
760	CA2
4729	NDUFV2
282	ANCR
1605	DAG1
8403	SOX14
1417	CRYBB3
6980	TRGV6
11009	IL24
9550	ATP6V1G1
7484	WNT9B
4356	MPP3
2388	FRA4A
9311	ASIC3
6929	TCF3
9317	PTER
3505	IGHGP
10564	ARFGEF2
10146	G3BP1
6935	ZEB1
1735	DIO3
4130	MAP1A
101	ADAM8
4160	MC4R
3921	RPSA
2467	FRA18A
8870	IER3
1380	CR2
6148	RPL23AP1
8326	FZD9
6120	RPE
2686	GGT7
23074	BLTP3B
130	ADH6
10771	ZMYND11
7169	TPM2
6532	SLC6A4
9980	DOP1B
9938	ARHGAP25
23339	VPS39
4938	OAS1
11027	LILRA2
6010	RHO
6899	TBX1
11086	ADAM29
19	ABCA1
23189	KANK1
2000	ELF4
2810	SFN
7936	NELFE
1781	DYNC1I2
5356	PLRG1
4987	OPRL1
3707	ITPKB
3196	TLX2
2793	GNGT2
8585	OR7E4P
6572	SLC18A3
4191	MDH2
10810	WASF3
1390	CREM
9368	NHERF1
7114	TMSB4X
1881	EBM
4101	MAGEA2
22999	RIMS1
4675	NAP1L3
5597	MAPK6
8534	CHST1
7915	ALDH5A1
9762	LZTS3
6142	RPL18A
253	ALS3
10944	C11orf58
5303	PIN4
5458	POU4F2
9120	SLC16A6
23047	PDS5B
8697	CDC23
678	ZFP36L2
2474	FRA22B
5754	PTK7
1816	DRD5
1048	CEACAM5
3882	KRT32
9542	NRG2
3308	HSPA4
4093	SMAD9
8331	H2AC14
9507	ADAMTS4
10093	ARPC4
10095	ARPC1B
60	ACTB
72	ACTG2
347	APOD
362	AQP5
1424	CRYGGP
1805	DPT
1993	ELAVL2
2335	FN1
2409	FRA7B
2433	FRA10C
2738	GLI4
2838	GPR15
