from	to	score	weight
NDUFA2	NDUFA3	0.999	0.999
NDUFA10	NDUFA3	0.999	0.999
NDUFA3	NDUFA9	0.999	0.999
NDUFA3	NDUFB10	0.999	0.999
NDUFA3	NDUFS6	0.999	0.999
CYC1	NDUFA3	0.901	0.901
NDUFA12	NDUFA3	0.999	0.999
NDUFA3	UQCR10	0.979	0.979
NDUFA3	NDUFA4	0.986	0.986
NDUFA3	SDHC	0.44	0.44
NDUFA1	NDUFA3	0.999	0.999
NDUFA3	NDUFA4L2	0.639	0.639
NDUFA3	NDUFS1	0.999	0.999
NDUFA3	NDUFB3	0.999	0.999
NDUFA3	UQCRHL	0.57	0.57
NDUFA3	UQCRB	0.906	0.906
COX6B1	NDUFA3	0.974	0.974
NDUFA3	UQCR11	0.994	0.994
NDUFA3	NDUFB2	0.996	0.996
NDUFA3	NDUFB1	0.996	0.996
NDUFA4	UQCRC1	0.89	0.89
COX6A1	NDUFA4	0.998	0.998
NDUFA2	NDUFA4	0.999	0.999
NDUFA10	NDUFA4	0.988	0.988
NDUFA4	NDUFA9	0.988	0.988
NDUFA4	NDUFB10	0.989	0.989
NDUFA4	NDUFS6	0.988	0.988
CYC1	NDUFA4	0.789	0.789
NDUFA12	NDUFA4	0.999	0.999
NDUFA4	UQCR10	0.961	0.961
BCL2	NDUFA4	0.422	0.422
ITPR3	NDUFA4	0.426	0.426
NDUFA4	TOMM40	0.432	0.432
NDUFA4	SDHC	0.454	0.454
NDUFA4	UQCRHL	0.843	0.843
NDUFA4	NDUFA4L2	0.904	0.904
NDUFA4	UQCRB	0.941	0.941
NDUFA4	UQCR11	0.958	0.958
NDUFA4	NDUFS1	0.983	0.983
NDUFA4	NDUFB1	0.984	0.984
NDUFA3	NDUFA4	0.986	0.986
NDUFA4	NDUFB2	0.99	0.99
NDUFA4	NDUFB3	0.994	0.994
NDUFA1	NDUFA4	0.995	0.995
COX6B1	NDUFA4	0.999	0.999
NDUFA4L2	UQCRC1	0.669	0.669
COX6A1	NDUFA4L2	0.69	0.69
NDUFA2	NDUFA4L2	0.741	0.741
NDUFA10	NDUFA4L2	0.569	0.569
NDUFA4L2	NDUFA9	0.601	0.601
NDUFA4L2	NDUFB10	0.673	0.673
NDUFA4L2	NDUFS6	0.668	0.668
CYC1	NDUFA4L2	0.625	0.625
NDUFA12	NDUFA4L2	0.917	0.917
NDUFA4L2	UQCR10	0.883	0.883
NDUFA4	NDUFA4L2	0.904	0.904
NDUFA1	NDUFA4L2	0.71	0.71
NDUFA4L2	NDUFS1	0.547	0.547
NDUFA4L2	NDUFB2	0.549	0.549
NDUFA3	NDUFA4L2	0.639	0.639
COX6B1	NDUFA4L2	0.65	0.65
NDUFA4L2	NDUFB3	0.677	0.677
NDUFA4L2	UQCRHL	0.835	0.835
NDUFA4L2	UQCRB	0.849	0.849
NDUFA4L2	UQCR11	0.899	0.899
NDUFA9	UQCRC1	0.998	0.998
COX6A1	NDUFA9	0.638	0.638
NDUFA2	NDUFA9	0.999	0.999
NDUFA10	NDUFA9	0.999	0.999
NDUFA9	TOMM40	0.429	0.429
NDUFA4L2	NDUFA9	0.601	0.601
MCU	NDUFA9	0.711	0.711
NDUFA9	UQCRHL	0.783	0.783
NDUFA9	SDHC	0.902	0.902
COX6B1	NDUFA9	0.931	0.931
NDUFA9	UQCR11	0.939	0.939
NDUFA4	NDUFA9	0.988	0.988
NDUFA9	UQCRB	0.989	0.989
NDUFA9	NDUFB2	0.995	0.995
CYC1	NDUFA9	0.998	0.998
NDUFA1	NDUFA9	0.998	0.998
NDUFA9	NDUFB10	0.999	0.999
NDUFA9	UQCR10	0.999	0.999
NDUFA9	NDUFB1	0.999	0.999
NDUFA3	NDUFA9	0.999	0.999
NDUFA12	NDUFA9	0.999	0.999
NDUFA9	NDUFS6	0.999	0.999
NDUFA9	NDUFS1	0.999	0.999
NDUFA9	NDUFB3	0.999	0.999
NDUFB1	UQCRC1	0.893	0.893
COX6A1	NDUFB1	0.52	0.52
NDUFA2	NDUFB1	0.999	0.999
NDUFA10	NDUFB1	0.995	0.995
NDUFA9	NDUFB1	0.999	0.999
NDUFB1	NDUFB10	0.999	0.999
NDUFB1	NDUFS6	0.998	0.998
CYC1	NDUFB1	0.903	0.903
NDUFA12	NDUFB1	0.997	0.997
NDUFB1	UQCR10	0.966	0.966
NDUFA4	NDUFB1	0.984	0.984
NDUFA1	NDUFB1	0.999	0.999
NDUFB1	NDUFS1	0.996	0.996
NDUFB1	NDUFB3	0.999	0.999
NDUFA3	NDUFB1	0.996	0.996
NDUFB1	NDUFB2	0.998	0.998
NDUFB1	UQCRB	0.96	0.96
COX6B1	NDUFB1	0.944	0.944
NDUFB1	UQCR11	0.961	0.961
NDUFB10	UQCRC1	0.986	0.986
COX6A1	NDUFB10	0.808	0.808
NDUFA2	NDUFB10	0.999	0.999
NDUFA10	NDUFB10	0.999	0.999
NDUFA9	NDUFB10	0.999	0.999
NDUFB10	PSMC5	0.42	0.42
MCU	NDUFB10	0.423	0.423
NDUFA4L2	NDUFB10	0.673	0.673
NDUFB10	SDHC	0.689	0.689
NDUFB10	UQCRHL	0.909	0.909
COX6B1	NDUFB10	0.944	0.944
NDUFB10	UQCR11	0.983	0.983
NDUFA4	NDUFB10	0.989	0.989
NDUFB10	UQCRB	0.994	0.994
CYC1	NDUFB10	0.995	0.995
NDUFB10	UQCR10	0.996	0.996
NDUFB1	NDUFB10	0.999	0.999
NDUFA1	NDUFB10	0.999	0.999
NDUFA3	NDUFB10	0.999	0.999
NDUFA12	NDUFB10	0.999	0.999
NDUFB10	NDUFB2	0.999	0.999
NDUFB10	NDUFS6	0.999	0.999
NDUFB10	NDUFS1	0.999	0.999
NDUFB10	NDUFB3	0.999	0.999
NDUFB2	UQCRC1	0.866	0.866
COX6A1	NDUFB2	0.552	0.552
NDUFA2	NDUFB2	0.999	0.999
NDUFA10	NDUFB2	0.999	0.999
NDUFA9	NDUFB2	0.995	0.995
NDUFB10	NDUFB2	0.999	0.999
NDUFB2	NDUFS6	0.997	0.997
CYC1	NDUFB2	0.814	0.814
NDUFA12	NDUFB2	0.996	0.996
NDUFB2	UQCR10	0.925	0.925
NDUFA4	NDUFB2	0.99	0.99
NDUFA1	NDUFB2	0.999	0.999
NDUFA4L2	NDUFB2	0.549	0.549
NDUFB2	NDUFS1	0.995	0.995
NDUFB2	NDUFB3	0.999	0.999
NDUFA3	NDUFB2	0.996	0.996
COX6B1	NDUFB2	0.898	0.898
NDUFB2	UQCRB	0.913	0.913
NDUFB2	UQCR11	0.937	0.937
NDUFB1	NDUFB2	0.998	0.998
NDUFB3	PSMA4	0.439	0.439
NDUFB3	UQCRC1	0.94	0.94
COX6A1	NDUFB3	0.697	0.697
NDUFA2	NDUFB3	0.999	0.999
NDUFA10	NDUFB3	0.999	0.999
NDUFA9	NDUFB3	0.999	0.999
NDUFB10	NDUFB3	0.999	0.999
NDUFB3	NDUFS6	0.999	0.999
CYC1	NDUFB3	0.93	0.93
NDUFA12	NDUFB3	0.999	0.999
NDUFB3	UQCR10	0.98	0.98
NDUFA4	NDUFB3	0.994	0.994
NDUFB3	SDHC	0.638	0.638
NDUFA1	NDUFB3	0.999	0.999
NDUFA4L2	NDUFB3	0.677	0.677
NDUFB3	NDUFS1	0.999	0.999
NDUFB3	UQCRHL	0.732	0.732
COX6B1	NDUFB3	0.952	0.952
NDUFB3	UQCR11	0.959	0.959
NDUFB3	UQCRB	0.981	0.981
NDUFB2	NDUFB3	0.999	0.999
NDUFB1	NDUFB3	0.999	0.999
NDUFA3	NDUFB3	0.999	0.999
NDUFS1	UQCRC1	0.998	0.998
COX6A1	NDUFS1	0.551	0.551
NDUFA2	NDUFS1	0.999	0.999
NDUFA10	NDUFS1	0.999	0.999
NDUFA9	NDUFS1	0.999	0.999
NDUFB10	NDUFS1	0.999	0.999
NDUFS1	SOD1	0.446	0.446
NDUFS1	NDUFS6	0.999	0.999
CASP3	NDUFS1	0.429	0.429
CYC1	NDUFS1	0.999	0.999
NDUFA12	NDUFS1	0.999	0.999
NDUFS1	UQCR10	0.99	0.99
NDUFA4	NDUFS1	0.983	0.983
NDUFS1	SDHC	0.923	0.923
NDUFA1	NDUFS1	0.999	0.999
NDUFA4L2	NDUFS1	0.547	0.547
NDUFS1	TOMM40	0.416	0.416
NDUFS1	UQCR11	0.934	0.934
NDUFS1	UQCRHL	0.935	0.935
COX6B1	NDUFS1	0.971	0.971
NDUFB2	NDUFS1	0.995	0.995
NDUFB1	NDUFS1	0.996	0.996
NDUFS1	UQCRB	0.998	0.998
NDUFA3	NDUFS1	0.999	0.999
NDUFB3	NDUFS1	0.999	0.999
NDUFS6	UQCRC1	0.99	0.99
COX6A1	NDUFS6	0.839	0.839
NDUFA2	NDUFS6	0.999	0.999
NDUFA10	NDUFS6	0.999	0.999
NDUFA9	NDUFS6	0.999	0.999
NDUFB10	NDUFS6	0.999	0.999
NDUFA4L2	NDUFS6	0.668	0.668
NDUFS6	SDHC	0.874	0.874
COX6B1	NDUFS6	0.954	0.954
NDUFS6	UQCRHL	0.965	0.965
NDUFS6	UQCR11	0.986	0.986
NDUFA4	NDUFS6	0.988	0.988
NDUFS6	UQCRB	0.996	0.996
NDUFB2	NDUFS6	0.997	0.997
NDUFB1	NDUFS6	0.998	0.998
CYC1	NDUFS6	0.998	0.998
NDUFA12	NDUFS6	0.999	0.999
NDUFB3	NDUFS6	0.999	0.999
NDUFS1	NDUFS6	0.999	0.999
NDUFS6	UQCR10	0.999	0.999
NDUFA1	NDUFS6	0.999	0.999
NDUFA3	NDUFS6	0.999	0.999
MAPK12	NEFH	0.91	0.91
NEFH	NEFM	0.993	0.993
NEFH	PFN1	0.622	0.622
FUS	NEFH	0.798	0.798
NEFH	PRPH	0.904	0.904
KLC4	NEFH	0.915	0.915
NEFH	SPG11	0.484	0.484
NEFH	SOD1	0.786	0.786
NEFH	SLC1A2	0.545	0.545
NEFH	OPTN	0.595	0.595
NEFH	NEFL	0.996	0.996
MAPK12	NEFL	0.91	0.91
NEFL	NEFM	0.999	0.999
FUS	NEFL	0.67	0.67
NEFL	PRPH	0.902	0.902
KLC4	NEFL	0.917	0.917
NEFL	SOD1	0.976	0.976
NEFL	SLC1A2	0.414	0.414
NEFL	NRG1	0.542	0.542
GRIA2	NEFL	0.669	0.669
NEFH	NEFL	0.996	0.996
ERBB4	NEFL	0.491	0.491
DCTN2	NEFL	0.406	0.406
GRIA1	NEFL	0.661	0.661
MAPK12	NEFM	0.907	0.907
NEFM	SQSTM1	0.504	0.504
FUS	NEFM	0.544	0.544
NEFM	SLC1A2	0.571	0.571
NEFM	SOD1	0.677	0.677
NEFM	PRPH	0.904	0.904
KLC4	NEFM	0.911	0.911
NEFH	NEFM	0.993	0.993
NEFL	NEFM	0.999	0.999
KLC4	NRG1	0.437	0.437
NEFL	NRG1	0.542	0.542
NRG1	NRG3	0.936	0.936
ERBB4	NRG1	0.999	0.999
NRG1	NRG3	0.936	0.936
ERBB4	NRG3	0.999	0.999
HSPA5	NUP107	0.435	0.435
NUP107	SRSF3	0.479	0.479
NUP107	SRSF7	0.505	0.505
ALYREF	NUP107	0.647	0.647
GLE1	NUP107	0.942	0.942
NUP107	NUP50	0.975	0.975
NUP107	NUP188	0.986	0.986
NUP107	NUP210	0.988	0.988
NUP107	NUP88	0.994	0.994
NUP107	NUP35	0.994	0.994
NUP107	NUP62	0.997	0.997
NUP107	NUP54	0.998	0.998
NUP107	NUP155	0.999	0.999
NUP107	NUP205	0.999	0.999
NUP107	NUP37	0.999	0.999
NUP107	NUP160	0.999	0.999
NUP107	NUP85	0.999	0.999
NUP107	SEC13	0.999	0.999
NUP107	NUP43	0.999	0.999
NUP107	NUP98	0.999	0.999
NUP107	NUP153	0.999	0.999
NUP153	NXT2	0.693	0.693
NUP107	NUP153	0.999	0.999
NUP153	NUP155	0.996	0.996
NUP153	NUP85	0.993	0.993
NUP153	NUP210	0.973	0.973
NUP153	NUP54	0.983	0.983
NUP153	NUP205	0.995	0.995
NUP153	NUP35	0.995	0.995
GLE1	NUP153	0.924	0.924
NUP153	NUP98	0.999	0.999
HSPA5	NUP153	0.443	0.443
NUP153	SRSF7	0.487	0.487
NUP153	NUP43	0.982	0.982
NUP153	NUP50	0.999	0.999
NUP153	NUP188	0.968	0.968
NUP153	SRSF3	0.544	0.544
NUP153	NUP160	0.996	0.996
NUP153	SEC13	0.945	0.945
ALYREF	NUP153	0.708	0.708
NUP153	NUP37	0.936	0.936
NUP153	NUP88	0.995	0.995
NUP153	NUP62	0.996	0.996
NUP107	NUP155	0.999	0.999
NUP155	SRSF7	0.419	0.419
NUP155	SRSF3	0.424	0.424
HSPA5	NUP155	0.437	0.437
ALYREF	NUP155	0.649	0.649
NUP155	NUP50	0.967	0.967
NUP155	NUP37	0.986	0.986
GLE1	NUP155	0.988	0.988
NUP155	NUP210	0.991	0.991
NUP155	NUP160	0.994	0.994
NUP155	NUP43	0.994	0.994
NUP155	NUP88	0.995	0.995
NUP155	SEC13	0.996	0.996
NUP153	NUP155	0.996	0.996
NUP155	NUP62	0.997	0.997
NUP155	NUP85	0.998	0.998
NUP155	NUP54	0.999	0.999
NUP155	NUP188	0.999	0.999
NUP155	NUP205	0.999	0.999
NUP155	NUP35	0.999	0.999
NUP155	NUP98	0.999	0.999
NUP107	NUP160	0.999	0.999
NUP155	NUP160	0.994	0.994
NUP160	NUP85	0.999	0.999
NUP160	NUP210	0.983	0.983
NUP160	NUP54	0.981	0.981
NUP160	NUP205	0.997	0.997
NUP160	NUP35	0.984	0.984
GLE1	NUP160	0.819	0.819
NUP160	NUP98	0.999	0.999
HSPA5	NUP160	0.416	0.416
NUP160	SRSF7	0.493	0.493
NUP160	NUP43	0.999	0.999
NUP160	NUP50	0.936	0.936
NUP160	NUP188	0.99	0.99
NUP160	SRSF3	0.472	0.472
NUP160	PSMC3	0.504	0.504
ALYREF	NUP160	0.592	0.592
NUP160	NUP62	0.982	0.982
NUP160	NUP88	0.988	0.988
NUP153	NUP160	0.996	0.996
NUP160	SEC13	0.999	0.999
NUP160	NUP37	0.999	0.999
NUP107	NUP188	0.986	0.986
NUP155	NUP188	0.999	0.999
NUP188	NUP85	0.992	0.992
NUP188	NUP210	0.992	0.992
NUP188	NUP54	0.981	0.981
NUP188	NUP205	0.999	0.999
NUP188	NUP35	0.999	0.999
GLE1	NUP188	0.749	0.749
NUP188	NUP98	0.981	0.981
HSPA5	NUP188	0.4	0.4
NUP188	SRSF7	0.416	0.416
NUP188	NUP43	0.989	0.989
NUP188	NUP50	0.943	0.943
NUP188	SRSF3	0.41	0.41
ALYREF	NUP188	0.509	0.509
NUP188	SEC13	0.963	0.963
NUP153	NUP188	0.968	0.968
NUP188	NUP62	0.983	0.983
NUP188	NUP37	0.983	0.983
NUP160	NUP188	0.99	0.99
NUP188	NUP88	0.992	0.992
NUP107	NUP205	0.999	0.999
NUP155	NUP205	0.999	0.999
NUP205	NUP85	0.998	0.998
NUP205	NUP210	0.991	0.991
NUP205	NUP54	0.999	0.999
HSPA5	NUP205	0.421	0.421
NUP205	SRSF7	0.421	0.421
NUP205	SRSF3	0.451	0.451
ALYREF	NUP205	0.578	0.578
GLE1	NUP205	0.883	0.883
NUP205	NUP50	0.956	0.956
NUP205	NUP37	0.983	0.983
NUP205	NUP43	0.995	0.995
NUP153	NUP205	0.995	0.995
NUP205	SEC13	0.995	0.995
NUP205	NUP88	0.995	0.995
NUP205	NUP98	0.996	0.996
NUP160	NUP205	0.997	0.997
NUP205	NUP62	0.998	0.998
NUP205	NUP35	0.999	0.999
NUP188	NUP205	0.999	0.999
NUP107	NUP210	0.988	0.988
NUP155	NUP210	0.991	0.991
NUP210	NUP85	0.988	0.988
NUP210	SRSF7	0.405	0.405
NUP210	SRSF3	0.405	0.405
HSPA5	NUP210	0.509	0.509
ALYREF	NUP210	0.543	0.543
GLE1	NUP210	0.724	0.724
NUP210	NUP50	0.951	0.951
NUP210	SEC13	0.954	0.954
NUP210	NUP54	0.967	0.967
NUP153	NUP210	0.973	0.973
NUP210	NUP37	0.975	0.975
NUP210	NUP98	0.976	0.976
NUP160	NUP210	0.983	0.983
NUP210	NUP43	0.984	0.984
NUP210	NUP62	0.984	0.984
NUP210	NUP88	0.985	0.985
NUP210	NUP35	0.991	0.991
NUP205	NUP210	0.991	0.991
NUP188	NUP210	0.992	0.992
NUP35	NXT2	0.595	0.595
NUP107	NUP35	0.994	0.994
NUP155	NUP35	0.999	0.999
NUP35	NUP85	0.993	0.993
NUP210	NUP35	0.991	0.991
NUP35	NUP54	0.993	0.993
NUP205	NUP35	0.999	0.999
HSPA5	NUP35	0.4	0.4
NUP35	PSMB3	0.41	0.41
NUP35	SRSF7	0.49	0.49
NUP35	SRSF3	0.512	0.512
ALYREF	NUP35	0.563	0.563
GLE1	NUP35	0.862	0.862
NUP35	NUP50	0.966	0.966
NUP35	SEC13	0.971	0.971
NUP160	NUP35	0.984	0.984
NUP35	NUP37	0.99	0.99
NUP35	NUP43	0.992	0.992
NUP153	NUP35	0.995	0.995
NUP35	NUP62	0.995	0.995
NUP35	NUP88	0.996	0.996
NUP35	NUP98	0.997	0.997
NUP188	NUP35	0.999	0.999
NUP107	NUP37	0.999	0.999
NUP155	NUP37	0.986	0.986
NUP37	NUP85	0.999	0.999
NUP210	NUP37	0.975	0.975
NUP37	NUP54	0.968	0.968
NUP205	NUP37	0.983	0.983
NUP35	NUP37	0.99	0.99
GLE1	NUP37	0.725	0.725
NUP37	NUP98	0.999	0.999
HSPA5	NUP37	0.452	0.452
NUP37	SRSF7	0.503	0.503
NUP37	NUP43	0.999	0.999
NUP37	NUP50	0.888	0.888
NUP188	NUP37	0.983	0.983
NUP37	SRSF3	0.503	0.503
NUP160	NUP37	0.999	0.999
NUP37	SEC13	0.999	0.999
ALYREF	NUP37	0.622	0.622
NUP153	NUP37	0.936	0.936
NUP37	NUP62	0.98	0.98
NUP37	NUP88	0.982	0.982
NUP107	NUP43	0.999	0.999
NUP155	NUP43	0.994	0.994
NUP43	NUP85	0.999	0.999
NUP210	NUP43	0.984	0.984
NUP43	NUP54	0.986	0.986
NUP205	NUP43	0.995	0.995
NUP35	NUP43	0.992	0.992
GLE1	NUP43	0.733	0.733
NUP43	NUP98	0.999	0.999
HSPA5	NUP43	0.413	0.413
NUP43	SRSF7	0.585	0.585
NUP43	SRSF3	0.558	0.558
ALYREF	NUP43	0.597	0.597
NUP153	NUP43	0.982	0.982
NUP43	NUP50	0.984	0.984
NUP43	NUP62	0.984	0.984
NUP188	NUP43	0.989	0.989
NUP43	NUP88	0.991	0.991
NUP160	NUP43	0.999	0.999
NUP37	NUP43	0.999	0.999
NUP43	SEC13	0.999	0.999
NUP107	NUP50	0.975	0.975
NUP155	NUP50	0.967	0.967
NUP50	NUP85	0.978	0.978
NUP210	NUP50	0.951	0.951
NUP50	NUP54	0.926	0.926
NUP205	NUP50	0.956	0.956
NUP35	NUP50	0.966	0.966
GLE1	NUP50	0.746	0.746
NUP50	NUP98	0.949	0.949
HSPA5	NUP50	0.421	0.421
NUP50	SRSF7	0.435	0.435
NUP43	NUP50	0.984	0.984
NUP50	SRSF3	0.476	0.476
ALYREF	NUP50	0.672	0.672
NUP50	SEC13	0.839	0.839
NUP37	NUP50	0.888	0.888
NUP160	NUP50	0.936	0.936
NUP188	NUP50	0.943	0.943
NUP50	NUP62	0.959	0.959
NUP50	NUP88	0.975	0.975
NUP153	NUP50	0.999	0.999
NUP54	NXT2	0.587	0.587
NUP107	NUP54	0.998	0.998
NUP155	NUP54	0.999	0.999
NUP54	NUP85	0.996	0.996
NUP210	NUP54	0.967	0.967
HSPA5	NUP54	0.435	0.435
NUP54	SRSF7	0.497	0.497
NUP54	SRSF3	0.536	0.536
ALYREF	NUP54	0.6	0.6
GLE1	NUP54	0.924	0.924
NUP50	NUP54	0.926	0.926
NUP37	NUP54	0.968	0.968
NUP160	NUP54	0.981	0.981
NUP188	NUP54	0.981	0.981
NUP153	NUP54	0.983	0.983
NUP54	SEC13	0.984	0.984
NUP54	NUP88	0.984	0.984
NUP43	NUP54	0.986	0.986
NUP35	NUP54	0.993	0.993
NUP54	NUP98	0.999	0.999
NUP205	NUP54	0.999	0.999
NUP54	NUP62	0.999	0.999
NUP62	NXT2	0.874	0.874
NUP107	NUP62	0.997	0.997
NUP155	NUP62	0.997	0.997
NUP62	NUP85	0.995	0.995
NUP210	NUP62	0.984	0.984
NUP54	NUP62	0.999	0.999
NUP62	SOD1	0.464	0.464
NUP205	NUP62	0.998	0.998
NUP35	NUP62	0.995	0.995
GLE1	NUP62	0.925	0.925
NUP62	NUP98	0.998	0.998
HSPA5	NUP62	0.509	0.509
NUP62	SRSF7	0.421	0.421
NUP43	NUP62	0.984	0.984
NUP50	NUP62	0.959	0.959
NUP188	NUP62	0.983	0.983
NUP62	SRSF3	0.535	0.535
NUP160	NUP62	0.982	0.982
NUP62	SEC13	0.987	0.987
ALYREF	NUP62	0.677	0.677
NUP153	NUP62	0.996	0.996
NUP37	NUP62	0.98	0.98
NUP62	NUP88	0.999	0.999
NUP107	NUP85	0.999	0.999
NUP155	NUP85	0.998	0.998
NUP85	SRSF3	0.427	0.427
NUP85	SRSF7	0.439	0.439
HSPA5	NUP85	0.454	0.454
DCTN2	NUP85	0.496	0.496
ALYREF	NUP85	0.589	0.589
GLE1	NUP85	0.895	0.895
NUP50	NUP85	0.978	0.978
NUP210	NUP85	0.988	0.988
NUP188	NUP85	0.992	0.992
NUP153	NUP85	0.993	0.993
NUP35	NUP85	0.993	0.993
NUP62	NUP85	0.995	0.995
NUP54	NUP85	0.996	0.996
NUP205	NUP85	0.998	0.998
NUP85	NUP88	0.998	0.998
NUP85	NUP98	0.999	0.999
NUP43	NUP85	0.999	0.999
NUP85	SEC13	0.999	0.999
NUP160	NUP85	0.999	0.999
NUP37	NUP85	0.999	0.999
NUP107	NUP88	0.994	0.994
NUP155	NUP88	0.995	0.995
NUP85	NUP88	0.998	0.998
NUP210	NUP88	0.985	0.985
NUP54	NUP88	0.984	0.984
NUP205	NUP88	0.995	0.995
NUP35	NUP88	0.996	0.996
GLE1	NUP88	0.945	0.945
NUP88	NUP98	0.999	0.999
HSPA5	NUP88	0.624	0.624
NUP88	SRSF7	0.454	0.454
NUP43	NUP88	0.991	0.991
NUP50	NUP88	0.975	0.975
NUP188	NUP88	0.992	0.992
NUP88	SRSF3	0.487	0.487
NUP160	NUP88	0.988	0.988
NUP88	SEC13	0.977	0.977
ALYREF	NUP88	0.625	0.625
NUP153	NUP88	0.995	0.995
NUP37	NUP88	0.982	0.982
NUP62	NUP88	0.999	0.999
NUP98	NXT2	0.61	0.61
NUP107	NUP98	0.999	0.999
NUP155	NUP98	0.999	0.999
NUP85	NUP98	0.999	0.999
NUP210	NUP98	0.976	0.976
NUP54	NUP98	0.999	0.999
NUP205	NUP98	0.996	0.996
NUP35	NUP98	0.997	0.997
GLE1	NUP98	0.916	0.916
HSPA5	NUP98	0.461	0.461
NUP98	SRSF7	0.543	0.543
NUP98	SRSF3	0.591	0.591
ALYREF	NUP98	0.74	0.74
NUP50	NUP98	0.949	0.949
NUP188	NUP98	0.981	0.981
NUP62	NUP98	0.998	0.998
NUP88	NUP98	0.999	0.999
NUP153	NUP98	0.999	0.999
NUP43	NUP98	0.999	0.999
NUP98	SEC13	0.999	0.999
NUP37	NUP98	0.999	0.999
NUP160	NUP98	0.999	0.999
NUP54	NXT2	0.587	0.587
NUP35	NXT2	0.595	0.595
NUP98	NXT2	0.61	0.61
NUP153	NXT2	0.693	0.693
NUP62	NXT2	0.874	0.874
OPTN	RB1CC1	0.969	0.969
GABARAPL2	OPTN	0.998	0.998
OPTN	PFN1	0.583	0.583
ATG14	OPTN	0.644	0.644
FUS	OPTN	0.948	0.948
OPTN	TANK	0.945	0.945
OPTN	SPG11	0.6	0.6
OPTN	PIK3C3	0.561	0.561
OPTN	WIPI1	0.592	0.592
OPTN	TP53	0.497	0.497
OPTN	SOD1	0.937	0.937
OPTN	WIPI2	0.747	0.747
NEFH	OPTN	0.595	0.595
OPTN	ULK1	0.687	0.687
OPTN	TBK1	0.999	0.999
OPTN	TUBB	0.533	0.533
HNRNPA2B1	OPTN	0.408	0.408
OPTN	UBQLN3	0.618	0.618
OPTN	PIK3R4	0.447	0.447
OPTN	UBQLN4	0.631	0.631
OPTN	UBQLN1	0.744	0.744
OPTN	TOMM40	0.515	0.515
DCTN2	OPTN	0.535	0.535
ERN1	OPTN	0.54	0.54
OPTN	SQSTM1	0.994	0.994
GABARAPL1	OPTN	0.998	0.998
HNRNPA2B1	PFN1	0.44	0.44
PFN1	TBK1	0.446	0.446
PFN1	SQSTM1	0.463	0.463
PFN1	SPG11	0.476	0.476
PFN1	TUBB	0.515	0.515
OPTN	PFN1	0.583	0.583
NEFH	PFN1	0.622	0.622
FUS	PFN1	0.668	0.668
PFN1	SOD1	0.675	0.675
ACTG1	PFN1	0.992	0.992
PIK3C3	RB1CC1	0.989	0.989
GABARAPL2	PIK3C3	0.984	0.984
ATG14	PIK3C3	0.999	0.999
HDAC6	PIK3C3	0.406	0.406
ATF6	PIK3C3	0.431	0.431
PIK3C3	TBK1	0.446	0.446
CASP3	PIK3C3	0.489	0.489
PIK3C3	TP53	0.544	0.544
OPTN	PIK3C3	0.561	0.561
BCL2L1	PIK3C3	0.771	0.771
PIK3C3	SQSTM1	0.812	0.812
HSPA5	PIK3C3	0.865	0.865
PIK3C3	WIPI1	0.902	0.902
PIK3C3	WIPI2	0.971	0.971
BCL2	PIK3C3	0.976	0.976
GABARAPL1	PIK3C3	0.984	0.984
PIK3C3	ULK1	0.999	0.999
PIK3C3	PIK3R4	0.999	0.999
PIK3R4	RB1CC1	0.986	0.986
GABARAPL2	PIK3R4	0.912	0.912
ATG14	PIK3R4	0.999	0.999
PIK3C3	PIK3R4	0.999	0.999
PIK3R4	WIPI1	0.815	0.815
PIK3R4	WIPI2	0.892	0.892
PIK3R4	ULK1	0.997	0.997
BCL2L1	PIK3R4	0.425	0.425
OPTN	PIK3R4	0.447	0.447
BCL2	PIK3R4	0.692	0.692
PIK3R4	SQSTM1	0.793	0.793
GABARAPL1	PIK3R4	0.912	0.912
PPP3R1	PSMC4	0.501	0.501
MAP3K5	PPP3R1	0.42	0.42
BCL2	PPP3R1	0.438	0.438
ITPR3	PPP3R1	0.559	0.559
PPP3R1	SOD1	0.916	0.916
NEFM	PRPH	0.904	0.904
NEFL	PRPH	0.902	0.902
NEFH	PRPH	0.904	0.904
PSMA2	PSMA4	0.999	0.999
PSMA2	PSMC4	0.999	0.999
PSMA2	PSMD8	0.999	0.999
PSMA2	UBQLN1	0.471	0.471
PSMA2	TP53	0.478	0.478
HSPA5	PSMA2	0.571	0.571
PSMA2	SOD1	0.744	0.744
PSMA2	PSMD14	0.999	0.999
PSMA2	PSMB3	0.999	0.999
PSMA2	PSMC3	0.999	0.999
PSMA2	PSMC5	0.999	0.999
PSMA2	PSMD11	0.999	0.999
PSMA2	PSMB5	0.999	0.999
PSMA2	PSMB6	0.999	0.999
PSMA4	UBQLN1	0.417	0.417
NDUFB3	PSMA4	0.439	0.439
HNRNPA2B1	PSMA4	0.449	0.449
PSMA4	TP53	0.466	0.466
PSMA4	SOD1	0.745	0.745
PSMA4	UBQLN4	0.995	0.995
PSMA4	PSMD8	0.999	0.999
PSMA4	PSMB3	0.999	0.999
PSMA4	PSMD14	0.999	0.999
PSMA4	PSMB6	0.999	0.999
PSMA4	PSMB5	0.999	0.999
PSMA2	PSMA4	0.999	0.999
PSMA4	PSMC3	0.999	0.999
PSMA4	PSMC4	0.999	0.999
PSMA4	PSMC5	0.999	0.999
